"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"Dox_24","Dox","24h",24159,2.03378946603751,0,0
"Dox_24","Dox","24h",24165,3.19180287205811,1.38707857987578e-250,7.26170563004032e-249
"Dox_24","Dox","24h",24171,1.74582506359485,0.000591917906307919,0.0007791943929455
"Dox_24","Dox","24h",24174,2.43911206105456,3.47424334795464e-62,1.8617134641433e-61
"Dox_24","Dox","24h",24175,8.76360534007247,2.71780943075584e-27,7.53715671783926e-27
"Dox_24","Dox","24h",24176,3.67515431539907,5.64047536823579e-164,1.21437098386544e-162
"Dox_24","Dox","24h",24179,1.0522937585455,4.36794751752327e-13,8.26457464509017e-13
"Dox_24","Dox","24h",24190,3.28646049610408,0.000484609519371358,0.000641065892104231
"Dox_24","Dox","24h",24192,0.732898642523096,1.27845847486375e-31,3.89017032054505e-31
"Dox_24","Dox","24h",24205,0.606226581577773,1.1703308244872e-17,2.53807105045249e-17
"Dox_24","Dox","24h",24206,0.59932741777261,4.10763289216439e-43,1.57363751283392e-42
"Dox_24","Dox","24h",24208,0.769155422893815,0.00102243810195372,0.00132826601230335
"Dox_24","Dox","24h",24209,2.95284614825397,1.1870941112328e-39,4.25855747963572e-39
"Dox_24","Dox","24h",24223,0.624629722887536,1.20140919527104e-32,3.73857374983424e-32
"Dox_24","Dox","24h",24225,1.00636893444477,2.2697702227063e-07,3.50756379499549e-07
"Dox_24","Dox","24h",24230,0.452367506086593,2.84435838842077e-16,5.93332262936448e-16
"Dox_24","Dox","24h",24231,1.1651463486611,2.44349979569969e-53,1.11973224265155e-52
"Dox_24","Dox","24h",24236,3.05429079277919,2.35095610230997e-11,4.1946567504008e-11
"Dox_24","Dox","24h",24240,1.12545677546935,7.06806290775929e-80,4.9361126468104e-79
"Dox_24","Dox","24h",24244,0.231748365443417,6.85660264065372e-06,9.95222846634828e-06
"Dox_24","Dox","24h",24245,1.68578378463013,2.07107857717991e-37,7.11578791602371e-37
"Dox_24","Dox","24h",24247,1.87016425808648,7.03180629869516e-07,1.06261975777395e-06
"Dox_24","Dox","24h",24252,4.45194724925669,0,0
