"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"5FU_6","5FU","6h",24158,0.269451133279173,2.97740231160812e-09,1.6526740367332e-08
"5FU_6","5FU","6h",24174,0.653121684390253,8.3177701309038e-05,0.000240144468330041
"5FU_6","5FU","6h",24176,0.525498079282965,0.0007862413725089,0.00190398617895084
"5FU_6","5FU","6h",24179,0.81857903647728,2.12051211530696e-06,7.97465977420608e-06
"5FU_6","5FU","6h",24184,0.147612730224211,0.00308308263477331,0.00664167919871088
"5FU_6","5FU","6h",24189,0.331861780041519,0.0021638034641746,0.00481444822075572
"5FU_6","5FU","6h",24191,0.524983562727751,2.0652490575229e-09,1.16638086081445e-08
"5FU_6","5FU","6h",24192,0.335062960579945,8.15857081739137e-07,3.27185380271912e-06
"5FU_6","5FU","6h",24205,0.299167108112547,9.39235126035086e-05,0.000268400314634098
"5FU_6","5FU","6h",24206,0.130878689077813,0.00466964311707332,0.00964683973397942
"5FU_6","5FU","6h",24223,0.444682400630005,5.07328448893906e-15,5.32731475122793e-14
"5FU_6","5FU","6h",24230,0.342386292938357,9.7151347527992e-09,5.0497882568657e-08
"5FU_6","5FU","6h",24236,2.25733001520079,0.000184540339084686,0.000499497878935934
"5FU_6","5FU","6h",24244,0.213344544785838,0.000115869491603142,0.000325239070548144
"5FU_6","5FU","6h",24247,1.56065038623953,0.000190396847953132,0.000514106813563986
"5FU_6","5FU","6h",24248,0.24449103849947,2.74767715922364e-07,1.17928909983311e-06
"5FU_6","5FU","6h",24264,0.346802576072802,0.00330651717759012,0.00706756513476966
"5FU_6","5FU","6h",24265,0.215852417740447,0.00395459237681721,0.00831121118443288
"5FU_6","5FU","6h",24330,0.96235528718473,5.08634477587774e-13,4.28891436084152e-12
"5FU_6","5FU","6h",24333,0.340749009226294,0.00144180855344071,0.00333239347098239
"5FU_6","5FU","6h",24368,0.219575624314477,1.1040716717482e-05,3.72477030844305e-05
"5FU_6","5FU","6h",24375,0.317457104284669,2.78129869334647e-10,1.74779884209691e-09
"5FU_6","5FU","6h",24382,0.201967549186486,0.0032715910198785,0.00700628836128776
"5FU_6","5FU","6h",24390,0.281072808031254,9.85593503590783e-06,3.35539832778018e-05
"5FU_6","5FU","6h",24404,0.295634840128196,7.41505006769637e-06,2.5743950068047e-05
"5FU_6","5FU","6h",24415,0.815924687416426,0.000599587509540451,0.00148060491534366
"5FU_6","5FU","6h",24419,0.891517344837471,5.7746112169544e-05,0.000171517738064397
"5FU_6","5FU","6h",24423,0.402289192287076,0.000980579975186502,0.00233344685396736
"5FU_6","5FU","6h",24426,0.19501521190698,0.00238903606980703,0.00527218058528757
"5FU_6","5FU","6h",24434,0.356513018770538,1.39680447159548e-07,6.19600496178014e-07
