"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"5FU_24","5FU","24h",314586,0.709877654113012,1.68873025637791e-09,6.77820743279762e-09
"5FU_24","5FU","24h",314587,0.426862438688734,0.00110817528902212,0.00223106697419116
"5FU_24","5FU","24h",314600,0.447773649360912,4.05679847082554e-07,1.27853280520561e-06
"5FU_24","5FU","24h",314613,0.459003030310899,3.41403226694739e-14,2.20834780502899e-13
"5FU_24","5FU","24h",314617,0.510336174126379,1.45059898024301e-18,1.4000011643539e-17
"5FU_24","5FU","24h",314630,0.864056938285089,1.26689638391225e-27,2.59330660639366e-26
"5FU_24","5FU","24h",314634,0.335648258040722,1.11339793332184e-05,2.92762303912666e-05
"5FU_24","5FU","24h",314637,0.42577653195615,5.77550827904223e-11,2.71940302469041e-10
"5FU_24","5FU","24h",314639,0.615365207857111,3.18182432320513e-11,1.53542013262359e-10
"5FU_24","5FU","24h",314640,1.12779144505108,1.26246792007266e-13,7.71043143463598e-13
"5FU_24","5FU","24h",314642,0.473878317303788,1.51039902482364e-14,1.01628975530667e-13
"5FU_24","5FU","24h",314644,0.196337355548873,0.00498700931477934,0.00900954984698343
"5FU_24","5FU","24h",314690,0.484536398103328,1.70257555363551e-14,1.13562257596752e-13
"5FU_24","5FU","24h",314718,0.618776047447266,2.32744861487406e-14,1.53831458405436e-13
"5FU_24","5FU","24h",314730,0.270302001085549,2.73725603896197e-06,7.77479008412422e-06
"5FU_24","5FU","24h",314764,0.383183989696883,0.000623547394170908,0.00130109086376536
"5FU_24","5FU","24h",314818,0.662716772473744,0.000163445560269213,0.000369778747731715
"5FU_24","5FU","24h",314850,0.363814908166531,3.95781353128949e-08,1.38366606135929e-07
"5FU_24","5FU","24h",314856,1.37160590141246,1.23497305499695e-16,1.01892278018286e-15
"5FU_24","5FU","24h",314906,1.14473217231066,8.68308320234735e-16,6.63726853608e-15
"5FU_24","5FU","24h",314961,0.212997659003905,0.00114167373923658,0.00229480991274764
"5FU_24","5FU","24h",314993,0.267807705538002,0.00221373538766992,0.00424544799474872
"5FU_24","5FU","24h",314996,0.474079153050818,9.6661126733724e-06,2.55829430529664e-05
"5FU_24","5FU","24h",314997,1.38895868852072,0.00168854777866789,0.00329425259661293
"5FU_24","5FU","24h",314999,0.374011711008888,5.85174515470092e-06,1.59070412740973e-05
"5FU_24","5FU","24h",315088,0.422285277535722,1.49451590560631e-06,4.38443549489906e-06
"5FU_24","5FU","24h",315093,0.50903778068489,4.42779754762684e-19,4.49701085193029e-18
"5FU_24","5FU","24h",315136,0.255574718297775,7.81729264302139e-05,0.000183767921983541
"5FU_24","5FU","24h",315141,0.321209571843914,1.17497112996613e-09,4.80486929629869e-09
"5FU_24","5FU","24h",315150,0.275622030285928,2.61079801934332e-11,1.26997173708298e-10
"5FU_24","5FU","24h",315159,0.727398457012246,9.62587904588056e-22,1.22034010133925e-20
"5FU_24","5FU","24h",315164,0.711403648782114,1.59393302095355e-07,5.24132426275597e-07
"5FU_24","5FU","24h",315165,0.352199141118559,1.81767318258932e-08,6.57579306472905e-08
"5FU_24","5FU","24h",315166,0.541658095114026,4.23135209284142e-13,2.45253279009216e-12
