"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"Ace_24","Ace","24h",360853,0.230533070900133,0.00113479701751227,0.00342084419902105
"Ace_24","Ace","24h",360855,0.22017115561482,0.00167189074320549,0.00484329177480348
"Ace_24","Ace","24h",360863,0.242432727129372,0.00167703738330759,0.00485723424411118
"Ace_24","Ace","24h",360867,0.36268359938183,0.00027592510289515,0.000952065895575156
"Ace_24","Ace","24h",360871,0.219733033424845,3.9154430563595e-05,0.000161248891460827
"Ace_24","Ace","24h",360886,0.17349076447264,0.0032290291877476,0.00871412772083787
"Ace_24","Ace","24h",360903,0.285963379580568,0.00104206144308861,0.0031668745547529
"Ace_24","Ace","24h",360906,0.553801293277203,2.38741520507032e-09,1.95975413957098e-08
"Ace_24","Ace","24h",360908,1.19208188815585,2.21414219059486e-34,1.75133833923466e-32
"Ace_24","Ace","24h",360912,0.399894089565458,1.3801042965286e-08,1.01393427216947e-07
"Ace_24","Ace","24h",360921,0.209334592554766,8.58594626230384e-05,0.000329796415681104
"Ace_24","Ace","24h",360937,0.611074533904506,9.25183350417085e-25,3.40889075492918e-23
"Ace_24","Ace","24h",360962,1.28162786540361,1.39137433899947e-36,1.26562888311239e-34
"Ace_24","Ace","24h",360991,0.30273274726501,0.000347376084345515,0.00117030359526959
"Ace_24","Ace","24h",361014,0.25136794093327,6.50086465315865e-06,3.08287990101241e-05
"Ace_24","Ace","24h",361025,0.387548036910929,5.21659055479749e-06,2.51065671079771e-05
"Ace_24","Ace","24h",361030,0.244471423412408,3.79354828340781e-05,0.00015662780628856
"Ace_24","Ace","24h",361032,0.550407169443826,7.71188983500121e-06,3.60105713140261e-05
"Ace_24","Ace","24h",361043,0.134549456931832,0.000838449986199316,0.00259207769747688
"Ace_24","Ace","24h",361047,1.37947510558542,5.86792836244364e-47,1.12370828140796e-44
"Ace_24","Ace","24h",361055,0.171510597850934,0.00350662486568819,0.00937117486140762
"Ace_24","Ace","24h",361059,0.287240248711551,3.5184691466441e-07,2.05653815101439e-06
