"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"Ace_24","Ace","24h",24162,-0.384753812746784,2.19557871435588e-15,3.68138854939349e-14
"Ace_24","Ace","24h",24165,-0.370007046051184,0.000788320391576375,0.00245311417126418
"Ace_24","Ace","24h",24167,-1.01398257070806,3.33778572945729e-19,8.01619364794082e-18
"Ace_24","Ace","24h",24173,-0.460663020493949,3.60118900026431e-08,2.48279036995958e-07
"Ace_24","Ace","24h",24180,-1.20915656495193,1.01608875818604e-08,7.6149102917815e-08
"Ace_24","Ace","24h",24185,-0.167853164319454,2.22625280796182e-06,1.13453721726135e-05
"Ace_24","Ace","24h",24212,-0.742915783021086,2.94781742269757e-10,2.69997072183389e-09
"Ace_24","Ace","24h",24213,-0.706676201559915,1.33715377099161e-06,7.07670399382251e-06
"Ace_24","Ace","24h",24216,-0.870740993821033,1.46875938160484e-07,9.16259067290049e-07
"Ace_24","Ace","24h",24218,-0.419036544418241,4.41505397146191e-05,0.000179638511324173
"Ace_24","Ace","24h",24230,-0.185794639848374,0.000834046805117478,0.00258050960920063
"Ace_24","Ace","24h",24231,-0.589122883652852,6.65664716557805e-13,8.25220126472087e-12
"Ace_24","Ace","24h",24232,-0.762014558948936,2.05003456807633e-05,8.8613611831847e-05
"Ace_24","Ace","24h",24237,-2.01193345623152,8.64892153237787e-09,6.52885912770889e-08
"Ace_24","Ace","24h",24246,-0.194436733919299,0.00235592303220202,0.00656734415067387
"Ace_24","Ace","24h",24251,-0.901729708683083,7.74661290543925e-13,9.52231454609483e-12
"Ace_24","Ace","24h",24265,-0.520457029769009,5.57044303711066e-14,7.88640349825958e-13
"Ace_24","Ace","24h",24267,-0.255204586308164,8.00252549169469e-07,4.37359203928369e-06
"Ace_24","Ace","24h",24268,-0.446512301887492,1.34868802287028e-06,7.13256013257777e-06
"Ace_24","Ace","24h",24269,-2.212372016424,1.68841317757806e-05,7.42840549772403e-05
"Ace_24","Ace","24h",24279,-1.47937206083923,3.77060355457745e-08,2.58855491194906e-07
"Ace_24","Ace","24h",24307,-1.40496098087207,5.18151787201307e-13,6.52916113500244e-12
"Ace_24","Ace","24h",24310,-0.589840251273467,5.19719902304505e-08,3.48732294059003e-07
"Ace_24","Ace","24h",24311,-0.233908498269287,7.02207563789088e-05,0.000274286872876715
"Ace_24","Ace","24h",24323,-1.68307063152143,2.40661280443024e-10,2.23379099207128e-09
