"condition","treatment","timepoint","EntrezID","logfc","pval","fdr"
"Dox_6","Dox","6h",24162,-0.236273732958572,1.22636727844215e-06,2.82906155816248e-06
"Dox_6","Dox","6h",24167,-1.58696933364966,4.99976919941781e-35,6.09435853671079e-34
"Dox_6","Dox","6h",24173,-0.780115851629358,1.20584160122888e-18,6.6300788304817e-18
"Dox_6","Dox","6h",24211,-0.22193672875091,0.00128395838226514,0.00217895642438046
"Dox_6","Dox","6h",24213,-0.801143097360174,4.34704731015413e-08,1.13871358084923e-07
"Dox_6","Dox","6h",24215,-1.25787890743346,1.0203685402232e-12,3.91625625907397e-12
"Dox_6","Dox","6h",24216,-0.529649364056047,0.00121386648164025,0.00206675395107537
"Dox_6","Dox","6h",24218,-0.845896848170214,4.10766269733425e-15,1.83270763019628e-14
"Dox_6","Dox","6h",24239,-0.553979942954123,3.24448816539263e-08,8.60584668473197e-08
"Dox_6","Dox","6h",24244,-0.158582786531498,0.00203620856859584,0.00335769085739223
"Dox_6","Dox","6h",24250,-1.56802679537353,6.89629516798322e-08,1.77110781497843e-07
"Dox_6","Dox","6h",24267,-0.643166361183211,1.06101164985296e-33,1.22361042408558e-32
"Dox_6","Dox","6h",24279,-0.836936757408748,0.000831017022975008,0.0014362453096281
"Dox_6","Dox","6h",24296,-1.52408111768857,6.5664661320622e-29,6.06398147754018e-28
"Dox_6","Dox","6h",24307,-1.81743446768103,3.43430460706526e-07,8.30970394866629e-07
"Dox_6","Dox","6h",24309,-0.599839145956749,1.00650499782908e-09,3.03851353213118e-09
"Dox_6","Dox","6h",24316,-4.18830311040261,3.45909100076056e-07,8.36411537216634e-07
"Dox_6","Dox","6h",24326,-2.58618981195834,3.32179494125077e-205,2.10197406847668e-202
"Dox_6","Dox","6h",24329,-0.96543552291386,1.76312946502638e-20,1.0727669830265e-19
"Dox_6","Dox","6h",24336,-2.26086970171189,1.56126745380033e-23,1.11879303410192e-22
"Dox_6","Dox","6h",24337,-0.714942802296307,1.96287055783242e-19,1.12781753251848e-18
"Dox_6","Dox","6h",24338,-1.54760384397024,2.88413190228867e-19,1.64545886734259e-18
"Dox_6","Dox","6h",24356,-1.22284428039211,1.46908355712955e-37,1.97789473547303e-36
"Dox_6","Dox","6h",24360,-0.582866363261419,0.00372469556632753,0.0059407363586116
"Dox_6","Dox","6h",24361,-0.855173126261726,2.30638920965738e-15,1.04701149586256e-14
"Dox_6","Dox","6h",24387,-1.08836635729971,5.40086110940059e-10,1.67242835289822e-09
"Dox_6","Dox","6h",24392,-2.23185749305204,8.39875079327104e-206,5.55615541114849e-203
"Dox_6","Dox","6h",24413,-0.44074915541728,4.56723915782256e-20,2.72424584848154e-19
"Dox_6","Dox","6h",24446,-0.777871755219275,6.7747262381303e-07,1.60246003038759e-06
"Dox_6","Dox","6h",24451,-0.751834366197094,4.11576597659922e-09,1.17984750883248e-08
"Dox_6","Dox","6h",24482,-0.304170615433072,0.00164110323844433,0.00274598948405596
"Dox_6","Dox","6h",24499,-0.902992248404358,2.08867984237174e-21,1.33210545249247e-20
"Dox_6","Dox","6h",24516,-0.297563985329063,0.00462230288126424,0.00727983942581103
"Dox_6","Dox","6h",24546,-0.825783471959757,1.06558702691008e-08,2.94001015917521e-08
"Dox_6","Dox","6h",24558,-0.753217144687204,2.83465498878363e-11,9.77388502884551e-11
"Dox_6","Dox","6h",24560,-1.56756359666318,1.39943445295775e-18,7.65978526827646e-18
"Dox_6","Dox","6h",24561,-0.414950470293266,5.33965713936611e-05,0.000105876525894189
"Dox_6","Dox","6h",24567,-0.897034368692079,4.07188106987898e-11,1.38592509567396e-10
