"EntrezID","logfc","pval","fdr","ave"
"24173",-0.765830790071744,5.33314237919811e-17,2.1560709496347e-14,811.191780013025
"24192",-0.282320104153901,1.61351673329594e-05,0.000220085497060816,5499.25319136715
"24211",-0.225814299461509,0.00164214371907228,0.00965256853286669,17768.5769033323
"24213",-0.785468583900271,2.46880066310751e-07,6.17369842798397e-06,4484.59508918097
"24214",-0.496152932620071,0.00147283357382943,0.00882850899238614,1182.99927824322
"24218",-0.382441928661978,0.00036514113679387,0.00285866815755674,164.015862051699
"24279",-0.909622174869418,0.000452864836157608,0.0034086662816854,42.3547991126732
"24296",-0.419790032992725,0.00141071520590296,0.00852190578458202,97.4134059789197
"24307",-0.94468138233293,0.00162828682974922,0.00958660457935685,22.3112762327291
"24309",-0.50281354939961,7.54185264150033e-07,1.59078439629559e-05,737.129381135021
"24316",-1.51871204166155,0.000484314890641958,0.00360363952883592,6.83556446755244
"24326",-0.566498653522284,1.85624766218213e-11,1.62745954671076e-09,2014.21549221278
"24332",-0.909083127668635,0.000600195262230144,0.00427988331528541,17.0826992349058
"24338",-0.673278930735685,5.5118328947607e-06,9.00226677820046e-05,53.8452204468845
"24356",-0.346668166795185,0.000374400379882921,0.00292016244845446,949.641688818783
"24392",-0.508101475681785,1.29677689698479e-11,1.16501796041461e-09,9928.41269327725
"24407",-0.345184877577358,0.000104150065540978,0.00103185844375997,658.842628446698
"24423",-0.572435728515034,1.05338806672005e-06,2.12340857659884e-05,521.09855854987
"24434",-0.227290845271129,0.000510725620564026,0.00375598821712422,482.875008445953
"24450",-1.22746151638045,3.50440088835897e-09,1.52703744099331e-07,199.065586113946
"24482",-0.513753023331856,3.03053850726301e-07,7.32665405892124e-06,325.331158988495
"24483",-0.297631806489206,0.000661097624371709,0.00462800135887728,907.415951310307
"24546",-0.670105890611746,6.24048880387181e-06,0.000100026513272633,315.353967359844
"24560",-0.713092250708892,4.4546575737339e-05,0.000505718302091445,84.0242070575057
"24596",-1.07723651152988,1.77332109211957e-07,4.67552811136019e-06,109.550957443462
"24600",-0.505910429597617,3.50449298049268e-05,0.000415345202264581,301.680034896772
"24603",-0.518977408217398,2.2069864298318e-09,1.03281287780618e-07,240.57053933222
"24618",-1.14069651080929,1.68038950200111e-05,0.000227713117431323,1497.56541944606
"24627",-0.25054387199565,0.000519677000255644,0.0038064313345348,459.634176225999
"24628",-0.52662842242066,0.000240414852798358,0.00205340244579067,377.28913879945
"24629",-0.513096363239398,2.21326538415076e-05,0.000284582381568979,3081.50779145608
"24705",-0.265176492344363,0.000166493469916895,0.00151731118420194,1497.11360950172
"24772",-0.448932193756017,1.01614422359268e-05,0.000148658785995398,227.901046704123
"24781",-0.193558985609792,0.00165545891883947,0.00971514076806036,2422.87189741687
"24782",-0.289244823901531,0.00151290943980144,0.00902043588155268,1546.02197934307
"24825",-0.158910007504847,0.000591182006801931,0.00422804075036624,948.746080223846
"24831",-0.343581093216136,0.000196745906100705,0.00174175177456792,348.304882240242
"24918",-0.230933797551437,0.00012151164305206,0.00117585136501308,434.830424765398
"24924",-0.618104861466643,3.21399128838611e-07,7.69349164657425e-06,2085.80497803705
"24925",-0.548461091011317,5.51695120239325e-05,0.000608285665148722,597.399956872316
"24953",-0.78080913313717,3.06734888974214e-07,7.37897386563116e-06,56.3021233693057
"24957",-0.381495094338061,4.33365458565717e-11,3.35489408721567e-09,3891.60893733865
"25026",-0.400718278794297,0.000620554244809861,0.00439277552478731,384.830183535128
"25095",-0.511846607890235,2.45555115808694e-09,1.10302751712337e-07,1045.72294836687
"25113",-0.565527987972803,0.000168861686317649,0.00153313348887527,66.8938946590318
"25114",-0.984378191923352,6.4029312470306e-05,0.000691820797099356,41.7413223325838
"25167",-0.141155135070135,0.000334639356827367,0.00266868010918657,1970.34690187703
"25181",-0.363874488100964,6.17493578954343e-05,0.000669672246505329,9325.42433243149
"25217",-0.197913685170497,0.000737335284085197,0.00507144504942153,996.85792854905
"25227",-0.222512529265478,0.000382623929152248,0.0029670590042002,1537.15050870403
"25232",-0.345598765763574,6.46387679373347e-08,1.9763710684033e-06,980.70981448256
"25235",-0.283885043982788,3.33125129915499e-05,0.000397401896786079,2395.73781049098
"25257",-0.369290328984103,4.45195660923212e-07,1.0171707455379e-05,940.182696841768
"25267",-0.399489548567172,3.06707575016431e-05,0.000375420701014295,1440.20235507003
"25271",-0.4356023769406,2.7344249009853e-08,9.29832243199535e-07,803.551923757985
"25274",-0.342524260657959,1.97386846585379e-05,0.000258574992367562,791.958001968041
"25275",-0.221855062187401,0.00155379523105264,0.00922641199214201,847.921193954453
"25285",-1.25220670449428,5.07070444614727e-08,1.59049639028507e-06,2607.10093046896
"25289",-0.386138197704118,6.1576732252252e-08,1.89468871289487e-06,5210.41025092576
"25317",-0.254160259562539,0.000922985507175709,0.0060599912762256,2401.84114064444
"25326",-0.271725436029445,5.1232430801764e-05,0.000570058713982319,617.456753709474
"25328",-0.137004056524638,0.0002780861758762,0.0023080233389429,6221.73828250357
"25330",-0.331181582695355,7.20985660200683e-05,0.000758181018682135,308.837552796595
"25333",-0.619138299046884,1.00300728997351e-07,2.86816225051396e-06,2550.59902621297
"25356",-0.80365686913063,2.1936012303077e-07,5.66058019608124e-06,76.4757958500024
"25369",-0.722786992117768,4.2628813696183e-08,1.36355990007527e-06,121.130890462513
"25407",-0.20043230273235,0.000495649384246667,0.00366548838329573,3985.16371846189
"25413",-0.361691419443781,1.02148022331352e-06,2.06768055217037e-05,1892.74328112733
