	minimum	maximum
RCR10001	-0.6374795062323528	-0.480000000002633
RCR10084	2.0000000000025406	2.6811852453694964
RCR10099	-0.3049863374861843	-0.20000000000015916
RCR10101	-4.014286502000914	-2.633333333335372
RCR10103	0.5605073470034819	1.5613244913856434
RCR10105	-126.13791556266756	-114.62983215246584
RCR10106	-7.876666666670303	-7.1288934920795555
RCR10109	-0.30261334416600694	-0.18000000000008673
RCR10110	0.980000000000054	1.3069689177762218
RCR10118	-2.868293409159719	-1.559999999999377
RCR10127	-0.3049863374861843	-0.20000000000015916
RCR10164	-3.4942500673068935	-2.223333333338246
RCR10229	0.9800000000009098	1.3069689177762218
RCR10230	-3.2642865020013687	-2.333333333333485
RCR10246	0.1500000000005498	0.6584779589921067
RCR10275	7.128893492079494	7.87666666667006
RCR10294	-3.7142865020008458	-2.3333333333343944
RCR10295	1.0000000000004068	1.5249316874313639
RCR10349	7.128893492079784	7.876666666670378
RCR10352	7.128893492079783	7.8766666666705305
RCR10443	-3.7142865020008458	-2.3333333333343944
RCR10444	2.33333333333541	3.7142865020009723
RCR10468	0.31333333333341395	0.48135902719019835
RCR10471	-0.45747950622937805	-0.30000000000012195
RCR10475	-0.7716029834246001	-0.5400000000000773
RCR10480	0.30000000000012184	0.45747950622941275
RCR10483	0.20000000000008122	0.3049863374862751
RCR10484	0.20000000000018275	0.3049863374860826
RCR10490	0.9800000000000451	1.3069689177762218
RCR10499	0.2999999999998694	0.4574795062294128
RCR10503	-2.078571901200849	-1.5199999999999727
RCR10506	1.480000000000122	2.0113244913863153
RCR10606	1.0000000000008467	1.524931687431168
RCR10608	0.5894444899052746	0.6486928104577202
RCR11017	85.97251616322625	95.52501795914016
RCR11027	2.3333333333352986	3.264286502001318
RCR11070	0.030761020504826497	0.9052266883320452
RCR11103	-1.1857146008006398	-0.8133333333333889
RCR11104	-1.7785719012006211	-1.2200000000000273
RCR11105	-0.45747950622941214	-0.29999999999988475
RCR11109	0.5000000000000693	0.7043555736100929
RCR11151	0.6999999999998026	1.0674521812017694
RCR11152	0.299999999999885	0.457479506229412
RCR11154	-1.3069689177762236	-0.9800000000000416
RCR11158	0.5000000000000684	0.704355573610093
RCR11167	0.29999999999988447	0.4574795062294121
RCR11169	-1.3069689177762234	-0.9800000000000414
RCR11170	-0.45747950622941197	-0.2999999999998849
RCR11172	0.3000000000001561	0.45747950622940864
RCR11194	0.30000000000015614	0.45747950622940875
RCR11204	-0.7043555736100932	-0.5000000000000632
RCR11299	2.944100130542991e-16	0.6862192593437518
RCR11300	2.827190508341918e-16	0.686219259343752
RCR11301	0.0	0.6862192593437518
RCR11302	-0.32923897949572983	0.22873975311458394
RCR11319	0.15000000000055017	0.6584779589921679
RCR11320	-0.65847795899208	-0.1500000000005457
RCR11503	0.520000000000684	1.106097803053918
RCR11504	0.5894444899052582	0.6486928104577038
RCR11505	0.5894444899052749	0.6486928104577203
RCR11660	-7.6633333333332985	-5.69820210987973
RCR11661	-7.876666666669962	-7.1288934920795555
RCR11663	8.573750579626784	9.516666666671812
RCR11665	123.78358273209363	136.68458222934194
