	minimum	maximum
RCR10001	-9.333877908537943	-1.4800000000010414
RCR10009	1.0000000000000042	8.405641327268839
RCR10019	-9.00000000000011	-1.000000000000183
RCR10084	1.0200000000016176	4.181018856254979
RCR10101	-24.14400544516252	-12.966666666671358
RCR10102	0.2000000000001559	1.408000000000093
RCR10103	6.8364970632870525	22.27436950554321
RCR10105	-222.44533828400643	-160.64702288342357
RCR10106	-13.31730397860531	-8.655931428485019
RCR10109	-0.9768079802550937	-0.18000000000021515
RCR10118	-15.28635638066578	-0.7965586173208976
RCR10137	0.19999999999998885	1.4079999999999635
RCR10164	-15.286356380668622	-0.7965586173202155
RCR10221	4.382501407320391	10.000000000001108
RCR10230	-22.43961815012608	-12.666666666670267
RCR10246	0.0	4.00456497088655
RCR10269	-8.817999155398864	-3.999999999999496
RCR10272	-8.81799915539826	-3.9999999999997313
RCR10275	8.655931428483372	13.317303978605722
RCR10294	-22.43961815012642	-12.666666666670494
RCR10295	1.000000000000992	7.039999999999899
RCR10337	0.8914215743351258	1.2558467971232767
RCR10349	6.7350170002369945	12.669365546697394
RCR10350	0.0	4.004564970886553
RCR10352	8.655931428485133	13.317303978606219
RCR10441	9.655931428484223	20.0333333333499
RCR10443	-22.439618150124716	-12.666666666669244
RCR10444	12.66666666667038	22.439618150124943
RCR10468	1.2333333333352812	6.960300028842312
RCR10471	-5.319999999998968	-2.300000000000162
RCR10475	-2.269769768135575	-0.5399999999999636
RCR10480	0.29999999999948007	2.1119999999998766
RCR10483	0.19999999999986723	1.408000000000093
RCR10484	1.2000000000000692	4.165670651531149
RCR10492	5.680000000001205	8.700000000000149
RCR10503	-2.269769768136045	-0.540000000000387
RCR10506	7.500000000001106	15.378106493375867
RCR10549	-1.2558467971232874	-0.8914215743351214
RCR10606	1.999999999999266	11.432715196517552
RCR10608	0.8914215743349979	1.255846797123294
RCR11017	90.00000000000001	100.00000000000001
RCR11027	12.666666666668043	22.43961815012734
RCR11070	3.3503649442543684	15.112838484159782
RCR11087	-13.317303978605764	-8.655931428483996
RCR11103	-7.8909683856270005	-4.146666666667538
RCR11104	-11.83645257843989	-6.2200000000013915
RCR11105	-5.319999999999595	-2.3000000000007503
RCR11109	0.8999999999990678	4.523999999984994
RCR11122	-2.9023529270388053	-1.0
RCR11127	-6.411012001503991	-1.0
RCR11129	2.0000000000000364	4.40899957769936
RCR11130	2.000000000000025	4.4089995776993
RCR11131	-4.4089995776993	-1.9999999999997968
RCR11132	1.9999999999998863	4.4089995776992055
RCR11151	1.7000000000003146	5.927999999999806
RCR11156	1.0000000000002525	3.907220033991457
RCR11158	2.500000000000775	5.48577321907732
RCR11165	6.980000000000359	9.999999999999886
RCR11167	-6.7000000000003865	-3.6800000000004047
RCR11170	-2.1120000000002834	-0.30000000000042826
RCR11172	-8.69999999999959	-5.680000000000064
RCR11176	2.680000000001028	5.700000000001014
RCR11187	5.9800000000006595	9.00000000000014
RCR11194	-7.7000000000003865	-4.680000000000746
RCR11204	-5.485773219080946	-2.5000000000010822
RCR11223	1.000000000000253	3.9294510858854266
RCR11231	-1.815999999999563	3.43745595670927
