ID,reactions
111,RCR20263
111,RCR20270
111,RCR20389
111,RCR20391
111,RCR20392
111,RCR20394
111,RCR20395
111,RCR20396
111,RCR20418
111,RCR21046
111,RCR21047
111,RCR21048
111,RCR40013
111,RCR40392
111,RCR40404
111,RCR40464
111,RCR41024
111,RCR41035
111,RCR41450
111,RCR41633
112,RCR10001
112,RCR10004
112,RCR10084
112,RCR10097
112,RCR10101
112,RCR10106
112,RCR10118
112,RCR10121
112,RCR10145
112,RCR10164
112,RCR10221
112,RCR10230
112,RCR10269
112,RCR10272
112,RCR10294
112,RCR10306
112,RCR10307
112,RCR10337
112,RCR10349
112,RCR10352
112,RCR10443
112,RCR10444
112,RCR10462
112,RCR10463
112,RCR10464
112,RCR10496
112,RCR10503
112,RCR10506
112,RCR10545
112,RCR10555
112,RCR10606
112,RCR10608
112,RCR11027
112,RCR11070
112,RCR11103
112,RCR11104
112,RCR11113
112,RCR11129
112,RCR11130
112,RCR11131
112,RCR11132
112,RCR11239
112,RCR11244
112,RCR11251
112,RCR11299
112,RCR11300
112,RCR11301
112,RCR11302
112,RCR11373
112,RCR11374
112,RCR11375
112,RCR11486
112,RCR11648
112,RCR11660
112,RCR11661
112,RCR11662
112,RCR11665
112,RCR11671
112,RCR13762
112,RCR13765
112,RCR13767
112,RCR13774
112,RCR13802
112,RCR14180
112,RCR14183
112,RCR14185
112,RCR14186
112,RCR14216
112,RCR14217
112,RCR14218
112,RCR14219
112,RCR14223
112,RCR14225
112,RCR14227
112,RCR14228
112,RCR14247
112,RCR14248
112,RCR14249
112,RCR14263
112,RCR14285
112,RCR14286
112,RCR14348
112,RCR14393
112,RCR14394
112,RCR14481
112,RCR14575
112,RCR14576
112,RCR14641
112,RCR14643
112,RCR20001
112,RCR20005
112,RCR20015
112,RCR20085
112,RCR20168
112,RCR20169
112,RCR20269
112,RCR20270
112,RCR20274
112,RCR20558
112,RCR20564
112,RCR21046
112,RCR21047
112,RCR21048
112,RCR21050
112,RCR40002
112,RCR40013
112,RCR40061
112,RCR40464
112,RCR40973
112,RCR41024
112,RCR41043
112,RCR41476
113,RCR10001
113,RCR10028
113,RCR10105
113,RCR10118
113,RCR10145
113,RCR10164
113,RCR10230
113,RCR10246
113,RCR10269
113,RCR10275
113,RCR10276
113,RCR10289
113,RCR10306
113,RCR10307
113,RCR10350
113,RCR10443
113,RCR10444
113,RCR10470
113,RCR10506
113,RCR10606
113,RCR10932
113,RCR10933
113,RCR11027
113,RCR11101
113,RCR11103
113,RCR11104
113,RCR11107
113,RCR11113
113,RCR11129
113,RCR11130
113,RCR11131
113,RCR11132
113,RCR11239
113,RCR11240
113,RCR11299
113,RCR11300
113,RCR11301
113,RCR11302
113,RCR11319
113,RCR11320
113,RCR11660
113,RCR11661
113,RCR11662
113,RCR11665
113,RCR11671
113,RCR13751
113,RCR13810
113,RCR14180
113,RCR14183
113,RCR14185
113,RCR14186
113,RCR14216
113,RCR14217
113,RCR14218
113,RCR14219
113,RCR14223
113,RCR14225
113,RCR14228
113,RCR14247
113,RCR14248
113,RCR14249
113,RCR14263
113,RCR14285
113,RCR14286
113,RCR14481
113,RCR14575
113,RCR14576
113,RCR14668
113,RCR20005
113,RCR20015
113,RCR20085
113,RCR20136
113,RCR20168
113,RCR20173
113,RCR20270
113,RCR20274
113,RCR21046
113,RCR21047
113,RCR21050
113,RCR40013
113,RCR40061
113,RCR40464
113,RCR41024
113,RCR41476
114,RCR10001
114,RCR10084
114,RCR10105
114,RCR10106
114,RCR10118
114,RCR10145
114,RCR10164
114,RCR10230
114,RCR10246
114,RCR10269
114,RCR10275
114,RCR10289
114,RCR10306
114,RCR10307
114,RCR10349
114,RCR10352
114,RCR10443
114,RCR10444
114,RCR10470
114,RCR10503
114,RCR10506
114,RCR10606
114,RCR10932
114,RCR10933
114,RCR11027
114,RCR11101
114,RCR11103
114,RCR11104
114,RCR11107
114,RCR11113
114,RCR11129
114,RCR11130
114,RCR11131
114,RCR11132
114,RCR11239
114,RCR11299
114,RCR11300
114,RCR11301
114,RCR11302
114,RCR11319
114,RCR11320
114,RCR11660
114,RCR11661
114,RCR11662
114,RCR11663
114,RCR11665
114,RCR11671
114,RCR13751
114,RCR13753
114,RCR13810
114,RCR14180
114,RCR14183
114,RCR14185
114,RCR14186
114,RCR14216
114,RCR14217
114,RCR14218
114,RCR14219
114,RCR14223
114,RCR14225
114,RCR14227
114,RCR14228
114,RCR14247
114,RCR14248
114,RCR14249
114,RCR14263
114,RCR14285
114,RCR14286
114,RCR14481
114,RCR14575
114,RCR14576
114,RCR20005
114,RCR20015
114,RCR20085
114,RCR20136
114,RCR20168
114,RCR20270
114,RCR20274
114,RCR21046
114,RCR21047
114,RCR21050
114,RCR40013
114,RCR40061
114,RCR40464
114,RCR41024
114,RCR41476
115,RCR10001
115,RCR10028
115,RCR10084
115,RCR10105
115,RCR10118
115,RCR10145
115,RCR10164
115,RCR10230
115,RCR10246
115,RCR10269
115,RCR10275
115,RCR10289
115,RCR10306
115,RCR10307
115,RCR10349
115,RCR10443
115,RCR10444
115,RCR10503
115,RCR10506
115,RCR10606
115,RCR11027
115,RCR11103
115,RCR11104
115,RCR11113
115,RCR11129
115,RCR11130
115,RCR11131
115,RCR11132
115,RCR11239
115,RCR11244
115,RCR11261
115,RCR11299
115,RCR11300
115,RCR11301
115,RCR11302
115,RCR11319
115,RCR11320
115,RCR11660
115,RCR11661
115,RCR11662
115,RCR11663
115,RCR11665
115,RCR11671
115,RCR13810
115,RCR13929
115,RCR13931
115,RCR14180
115,RCR14183
115,RCR14185
115,RCR14186
115,RCR14216
115,RCR14217
115,RCR14218
115,RCR14219
115,RCR14223
115,RCR14225
115,RCR14227
115,RCR14228
115,RCR14247
115,RCR14248
115,RCR14249
115,RCR14263
115,RCR14285
115,RCR14286
115,RCR14481
115,RCR14576
115,RCR20005
115,RCR20015
115,RCR20085
115,RCR20136
115,RCR20168
115,RCR20173
115,RCR20270
115,RCR20274
115,RCR20558
115,RCR20564
115,RCR21046
115,RCR21047
115,RCR21050
115,RCR40013
115,RCR40061
115,RCR40464
115,RCR41024
115,RCR41476
116,RCR10001
116,RCR10005
116,RCR10009
116,RCR10011
116,RCR10012
116,RCR10013
116,RCR10014
116,RCR10017
116,RCR10019
116,RCR10020
116,RCR10084
116,RCR10106
116,RCR10117
116,RCR10118
116,RCR10120
116,RCR10121
116,RCR10130
116,RCR10144
116,RCR10145
116,RCR10164
116,RCR10230
116,RCR10244
116,RCR10251
116,RCR10275
116,RCR10296
116,RCR10302
116,RCR10306
116,RCR10307
116,RCR10308
116,RCR10346
116,RCR10350
116,RCR10352
116,RCR10506
116,RCR10545
116,RCR10555
116,RCR10556
116,RCR10557
116,RCR10561
116,RCR10562
116,RCR10563
116,RCR10606
116,RCR10931
116,RCR11023
116,RCR11027
116,RCR11070
116,RCR11089
116,RCR11103
116,RCR11143
116,RCR11149
116,RCR11211
116,RCR11239
116,RCR11248
116,RCR11299
116,RCR11300
116,RCR11301
116,RCR11302
116,RCR11325
116,RCR11326
116,RCR11375
116,RCR11376
116,RCR11378
116,RCR11388
116,RCR11486
116,RCR11518
116,RCR11519
116,RCR11545
116,RCR11546
116,RCR11547
116,RCR11648
116,RCR11660
116,RCR11661
116,RCR11662
116,RCR11665
116,RCR11671
116,RCR13754
116,RCR13802
116,RCR13803
116,RCR13810
116,RCR14180
116,RCR14183
116,RCR14185
116,RCR14186
116,RCR14216
116,RCR14217
116,RCR14218
116,RCR14219
116,RCR14283
116,RCR14286
116,RCR14328
116,RCR14329
116,RCR14348
116,RCR14393
116,RCR14394
116,RCR14420
116,RCR14421
116,RCR14438
116,RCR14439
116,RCR14441
116,RCR14442
116,RCR14481
116,RCR14575
116,RCR14576
116,RCR20001
116,RCR20005
116,RCR20015
116,RCR20085
116,RCR20136
116,RCR20168
116,RCR20263
116,RCR20270
116,RCR20274
116,RCR21046
116,RCR21047
116,RCR21050
116,RCR21086
116,RCR40013
116,RCR40221
116,RCR40222
116,RCR40464
116,RCR40470
116,RCR40471
116,RCR40995
116,RCR40998
116,RCR40999
116,RCR41060
116,RCR41084
117,RCR10001
117,RCR10028
117,RCR10084
117,RCR10097
117,RCR10145
117,RCR10230
117,RCR10240
117,RCR10275
117,RCR10276
117,RCR10335
117,RCR10336
117,RCR10337
117,RCR10341
117,RCR10350
117,RCR10443
117,RCR10444
117,RCR10462
117,RCR10470
117,RCR10503
117,RCR10510
117,RCR10545
117,RCR10551
117,RCR10606
117,RCR11027
117,RCR11070
117,RCR11072
117,RCR11101
117,RCR11103
117,RCR11104
117,RCR11107
117,RCR11491
117,RCR11492
117,RCR11494
117,RCR11507
117,RCR11657
117,RCR11660
117,RCR11661
117,RCR11663
117,RCR11665
117,RCR11671
117,RCR13672
117,RCR13673
117,RCR13674
117,RCR13805
117,RCR13806
117,RCR13813
117,RCR13838
117,RCR14185
117,RCR14216
117,RCR14217
117,RCR14218
117,RCR14219
117,RCR14292
117,RCR14401
117,RCR14481
117,RCR20005
117,RCR20015
117,RCR20085
117,RCR20136
117,RCR20163
117,RCR20169
117,RCR20173
117,RCR20270
117,RCR21046
117,RCR21047
117,RCR40464
121,RCR10145
121,RCR10230
121,RCR10247
121,RCR10272
121,RCR10275
121,RCR10276
121,RCR10308
121,RCR10441
121,RCR10443
121,RCR10444
121,RCR10606
121,RCR11027
121,RCR12815
121,RCR12901
121,RCR12902
121,RCR12903
121,RCR13672
121,RCR13673
121,RCR13674
121,RCR13810
121,RCR14180
121,RCR14183
121,RCR14185
121,RCR14186
121,RCR14286
121,RCR14550
121,RCR14553
121,RCR14554
121,RCR14555
121,RCR20001
121,RCR20005
121,RCR20015
121,RCR20085
121,RCR20136
121,RCR20163
121,RCR20270
121,RCR21044
121,RCR21046
121,RCR21047
121,RCR40013
121,RCR40464
121,RCR41024
121,RCR41476
122,RCR10145
122,RCR10229
122,RCR10230
122,RCR10272
122,RCR10275
122,RCR10276
122,RCR10308
122,RCR10357
122,RCR10443
122,RCR10444
122,RCR10470
122,RCR10603
122,RCR10617
122,RCR11027
122,RCR11101
122,RCR11103
122,RCR11107
122,RCR11661
122,RCR11773
122,RCR11774
122,RCR11775
122,RCR11776
122,RCR11777
122,RCR11778
122,RCR11779
122,RCR11780
122,RCR11781
122,RCR11782
122,RCR11783
122,RCR11784
122,RCR11785
122,RCR11786
122,RCR11787
122,RCR11788
122,RCR11789
122,RCR11790
122,RCR11791
122,RCR11792
122,RCR11908
122,RCR11909
122,RCR13806
122,RCR13807
122,RCR13810
122,RCR13813
122,RCR13814
122,RCR14180
122,RCR14183
122,RCR14185
122,RCR14186
122,RCR14216
122,RCR14217
122,RCR14218
122,RCR14219
122,RCR14286
122,RCR20005
122,RCR20015
122,RCR20085
122,RCR20136
122,RCR20163
122,RCR20263
122,RCR20270
122,RCR21046
122,RCR21047
122,RCR40013
122,RCR40464
123,RCR10097
123,RCR10098
123,RCR10145
123,RCR10229
123,RCR10230
123,RCR10268
123,RCR10272
123,RCR10275
123,RCR10276
123,RCR10308
123,RCR10357
123,RCR10418
123,RCR10443
123,RCR10444
123,RCR10470
123,RCR10555
123,RCR10603
123,RCR10617
123,RCR11027
123,RCR11088
123,RCR11101
123,RCR11103
123,RCR11107
123,RCR11159
123,RCR11294
123,RCR11661
123,RCR11801
123,RCR11802
123,RCR11803
123,RCR11804
123,RCR11805
123,RCR11806
123,RCR11807
123,RCR11808
123,RCR11809
123,RCR11810
123,RCR11811
123,RCR11812
123,RCR11813
123,RCR11814
123,RCR11815
123,RCR11816
123,RCR11817
123,RCR11818
123,RCR11819
123,RCR11820
123,RCR11821
123,RCR11912
123,RCR13810
123,RCR14181
123,RCR14183
123,RCR14185
123,RCR14186
123,RCR14216
123,RCR14217
123,RCR14218
123,RCR14219
123,RCR14286
123,RCR14576
123,RCR20001
123,RCR20005
123,RCR20015
123,RCR20085
123,RCR20136
123,RCR20263
123,RCR20270
123,RCR21046
123,RCR21047
123,RCR21050
123,RCR40013
123,RCR40464
124,RCR10145
124,RCR10229
124,RCR10230
124,RCR10272
124,RCR10275
124,RCR10276
124,RCR10308
124,RCR10357
124,RCR10443
124,RCR10444
124,RCR10470
124,RCR10603
124,RCR10617
124,RCR11027
124,RCR11101
124,RCR11103
124,RCR11107
124,RCR11661
124,RCR11690
124,RCR11693
124,RCR11773
124,RCR11774
124,RCR11775
124,RCR11776
124,RCR11777
124,RCR11778
124,RCR11779
124,RCR11780
124,RCR11781
124,RCR11782
124,RCR11783
124,RCR11784
124,RCR11785
124,RCR11786
124,RCR11787
124,RCR11788
124,RCR11789
124,RCR11790
124,RCR11791
124,RCR11792
124,RCR11793
124,RCR11794
124,RCR11795
124,RCR11796
124,RCR11797
124,RCR11798
124,RCR11799
124,RCR11800
124,RCR11908
124,RCR11911
124,RCR12365
124,RCR12370
124,RCR12406
124,RCR12411
124,RCR12633
124,RCR12634
124,RCR12635
124,RCR12636
124,RCR13806
124,RCR13807
124,RCR13810
124,RCR13813
124,RCR13814
124,RCR14180
124,RCR14183
124,RCR14185
124,RCR14186
124,RCR14216
124,RCR14217
124,RCR14218
124,RCR14219
124,RCR14286
124,RCR14484
124,RCR20005
124,RCR20015
124,RCR20085
124,RCR20136
124,RCR20163
124,RCR20263
124,RCR20270
124,RCR20389
124,RCR20394
124,RCR21046
124,RCR21047
124,RCR40013
124,RCR40464
125,RCR10029
125,RCR10145
125,RCR10229
125,RCR10230
125,RCR10272
125,RCR10275
125,RCR10276
125,RCR10308
125,RCR10357
125,RCR10443
125,RCR10444
125,RCR10470
125,RCR10603
125,RCR10617
125,RCR11027
125,RCR11101
125,RCR11103
125,RCR11107
125,RCR11661
125,RCR11693
125,RCR11773
125,RCR11774
125,RCR11775
125,RCR11776
125,RCR11777
125,RCR11778
125,RCR11779
125,RCR11780
125,RCR11781
125,RCR11782
125,RCR11783
125,RCR11784
125,RCR11785
125,RCR11786
125,RCR11787
125,RCR11788
125,RCR11789
125,RCR11790
125,RCR11791
125,RCR11792
125,RCR11793
125,RCR11794
125,RCR11795
125,RCR11796
125,RCR11797
125,RCR11798
125,RCR11799
125,RCR11800
125,RCR11894
125,RCR11908
125,RCR11911
125,RCR12365
125,RCR12370
125,RCR12406
125,RCR12411
125,RCR12633
125,RCR12634
125,RCR12635
125,RCR12636
125,RCR13806
125,RCR13807
125,RCR13810
125,RCR13813
125,RCR13814
125,RCR14180
125,RCR14183
125,RCR14185
125,RCR14186
125,RCR14216
125,RCR14217
125,RCR14218
125,RCR14219
125,RCR14286
125,RCR14484
125,RCR20005
125,RCR20015
125,RCR20085
125,RCR20136
125,RCR20163
125,RCR20263
125,RCR20270
125,RCR20389
125,RCR20394
125,RCR21046
125,RCR21047
125,RCR21048
125,RCR40013
125,RCR40464
126,RCR10030
126,RCR10145
126,RCR10229
126,RCR10230
126,RCR10272
126,RCR10275
126,RCR10276
126,RCR10308
126,RCR10357
126,RCR10443
126,RCR10444
126,RCR10470
126,RCR10603
126,RCR10617
126,RCR11027
126,RCR11101
126,RCR11103
126,RCR11107
126,RCR11661
126,RCR11693
126,RCR11773
126,RCR11774
126,RCR11775
126,RCR11776
126,RCR11777
126,RCR11778
126,RCR11779
126,RCR11780
126,RCR11781
126,RCR11782
126,RCR11783
126,RCR11784
126,RCR11785
126,RCR11786
126,RCR11787
126,RCR11788
126,RCR11789
126,RCR11790
126,RCR11791
126,RCR11792
126,RCR11793
126,RCR11794
126,RCR11795
126,RCR11796
126,RCR11797
126,RCR11798
126,RCR11799
126,RCR11800
126,RCR11895
126,RCR11908
126,RCR11911
126,RCR12365
126,RCR12370
126,RCR12406
126,RCR12411
126,RCR12633
126,RCR12634
126,RCR12635
126,RCR12636
126,RCR13806
126,RCR13807
126,RCR13810
126,RCR13813
126,RCR13814
126,RCR14180
126,RCR14183
126,RCR14185
126,RCR14186
126,RCR14216
126,RCR14217
126,RCR14218
126,RCR14219
126,RCR14286
126,RCR14484
126,RCR20005
126,RCR20015
126,RCR20085
126,RCR20136
126,RCR20163
126,RCR20263
126,RCR20270
126,RCR20389
126,RCR20394
126,RCR21046
126,RCR21047
126,RCR21048
126,RCR40013
126,RCR40464
127,RCR10145
127,RCR10229
127,RCR10230
127,RCR10272
127,RCR10275
127,RCR10276
127,RCR10308
127,RCR10357
127,RCR10443
127,RCR10444
127,RCR10470
127,RCR10603
127,RCR10617
127,RCR11027
127,RCR11101
127,RCR11103
127,RCR11107
127,RCR11661
127,RCR11691
127,RCR11693
127,RCR11773
127,RCR11774
127,RCR11775
127,RCR11776
127,RCR11777
127,RCR11778
127,RCR11779
127,RCR11780
127,RCR11781
127,RCR11782
127,RCR11783
127,RCR11784
127,RCR11785
127,RCR11786
127,RCR11787
127,RCR11788
127,RCR11789
127,RCR11790
127,RCR11791
127,RCR11792
127,RCR11793
127,RCR11794
127,RCR11795
127,RCR11796
127,RCR11797
127,RCR11798
127,RCR11799
127,RCR11800
127,RCR11896
127,RCR11908
127,RCR11911
127,RCR12365
127,RCR12370
127,RCR12406
127,RCR12411
127,RCR12633
127,RCR12634
127,RCR12635
127,RCR12636
127,RCR13806
127,RCR13807
127,RCR13810
127,RCR13813
127,RCR13814
127,RCR14180
127,RCR14183
127,RCR14185
127,RCR14186
127,RCR14216
127,RCR14217
127,RCR14218
127,RCR14219
127,RCR14286
127,RCR14484
127,RCR20005
127,RCR20015
127,RCR20085
127,RCR20136
127,RCR20163
127,RCR20263
127,RCR20270
127,RCR20389
127,RCR20394
127,RCR21046
127,RCR21047
127,RCR40013
127,RCR40464
128,RCR10097
128,RCR10098
128,RCR10153
128,RCR10229
128,RCR10230
128,RCR10268
128,RCR10272
128,RCR10275
128,RCR10290
128,RCR10308
128,RCR10357
128,RCR10418
128,RCR10443
128,RCR10444
128,RCR10470
128,RCR10555
128,RCR10603
128,RCR10617
128,RCR11027
128,RCR11088
128,RCR11101
128,RCR11103
128,RCR11107
128,RCR11159
128,RCR11294
128,RCR11661
128,RCR11801
128,RCR11802
128,RCR11803
128,RCR11804
128,RCR11805
128,RCR11806
128,RCR11807
128,RCR11808
128,RCR11809
128,RCR11810
128,RCR11811
128,RCR11812
128,RCR11813
128,RCR11814
128,RCR11815
128,RCR11816
128,RCR11817
128,RCR11818
128,RCR11819
128,RCR11820
128,RCR11821
128,RCR11822
128,RCR11823
128,RCR11824
128,RCR11825
128,RCR11913
128,RCR13810
128,RCR14181
128,RCR14183
128,RCR14185
128,RCR14186
128,RCR14216
128,RCR14217
128,RCR14218
128,RCR14219
128,RCR14286
128,RCR14576
128,RCR20001
128,RCR20005
128,RCR20015
128,RCR20085
128,RCR20136
128,RCR20263
128,RCR20270
128,RCR21046
128,RCR21047
128,RCR21050
128,RCR40013
128,RCR40464
129,RCR10145
129,RCR10229
129,RCR10230
129,RCR10272
129,RCR10275
129,RCR10276
129,RCR10308
129,RCR10357
129,RCR10443
129,RCR10444
129,RCR10470
129,RCR10603
129,RCR10617
129,RCR11027
129,RCR11101
129,RCR11103
129,RCR11107
129,RCR11661
129,RCR11773
129,RCR11774
129,RCR11775
129,RCR11776
129,RCR11777
129,RCR11778
129,RCR11779
129,RCR11780
129,RCR11781
129,RCR11782
129,RCR11783
129,RCR11784
129,RCR11785
129,RCR11786
129,RCR11787
129,RCR11788
129,RCR11789
129,RCR11790
129,RCR11791
129,RCR11792
129,RCR11793
129,RCR11794
129,RCR11795
129,RCR11796
129,RCR11797
129,RCR11798
129,RCR11799
129,RCR11800
129,RCR11908
129,RCR11911
129,RCR13806
129,RCR13807
129,RCR13810
129,RCR13813
129,RCR13814
129,RCR14180
129,RCR14183
129,RCR14185
129,RCR14186
129,RCR14216
129,RCR14217
129,RCR14218
129,RCR14219
129,RCR14286
129,RCR20005
129,RCR20015
129,RCR20085
129,RCR20136
129,RCR20163
129,RCR20263
129,RCR20270
129,RCR21046
129,RCR21047
129,RCR21048
129,RCR40013
129,RCR40464
130,RCR10145
130,RCR10229
130,RCR10230
130,RCR10272
130,RCR10275
130,RCR10276
130,RCR10308
130,RCR10357
130,RCR10443
130,RCR10444
130,RCR10470
130,RCR10603
130,RCR10617
130,RCR11027
130,RCR11101
130,RCR11103
130,RCR11107
130,RCR11661
130,RCR11693
130,RCR11694
130,RCR11773
130,RCR11774
130,RCR11775
130,RCR11776
130,RCR11777
130,RCR11778
130,RCR11779
130,RCR11780
130,RCR11781
130,RCR11782
130,RCR11783
130,RCR11784
130,RCR11785
130,RCR11786
130,RCR11787
130,RCR11788
130,RCR11789
130,RCR11790
130,RCR11791
130,RCR11792
130,RCR11793
130,RCR11794
130,RCR11795
130,RCR11796
130,RCR11797
130,RCR11798
130,RCR11799
130,RCR11800
130,RCR11897
130,RCR11908
130,RCR11911
130,RCR13806
130,RCR13807
130,RCR13810
130,RCR13813
130,RCR13814
130,RCR14180
130,RCR14183
130,RCR14185
130,RCR14186
130,RCR14216
130,RCR14217
130,RCR14218
130,RCR14219
130,RCR14286
130,RCR20005
130,RCR20015
130,RCR20085
130,RCR20136
130,RCR20163
130,RCR20263
130,RCR20270
130,RCR21046
130,RCR21047
130,RCR21048
130,RCR40013
130,RCR40464
131,RCR10031
131,RCR10145
131,RCR10229
131,RCR10230
131,RCR10272
131,RCR10275
131,RCR10276
131,RCR10308
131,RCR10357
131,RCR10443
131,RCR10444
131,RCR10470
131,RCR10603
131,RCR10617
131,RCR11027
131,RCR11101
131,RCR11103
131,RCR11107
131,RCR11661
131,RCR11693
131,RCR11773
131,RCR11774
131,RCR11775
131,RCR11776
131,RCR11777
131,RCR11778
131,RCR11779
131,RCR11780
131,RCR11781
131,RCR11782
131,RCR11783
131,RCR11784
131,RCR11785
131,RCR11786
131,RCR11787
131,RCR11788
131,RCR11789
131,RCR11790
131,RCR11791
131,RCR11792
131,RCR11793
131,RCR11794
131,RCR11795
131,RCR11796
131,RCR11797
131,RCR11798
131,RCR11799
131,RCR11800
131,RCR11898
131,RCR11908
131,RCR11911
131,RCR13806
131,RCR13807
131,RCR13810
131,RCR13813
131,RCR13814
131,RCR14180
131,RCR14183
131,RCR14185
131,RCR14186
131,RCR14216
131,RCR14217
131,RCR14218
131,RCR14219
131,RCR14286
131,RCR20005
131,RCR20015
131,RCR20085
131,RCR20136
131,RCR20163
131,RCR20263
131,RCR20270
131,RCR21046
131,RCR21047
131,RCR40013
131,RCR40464
132,RCR10097
132,RCR10098
132,RCR10145
132,RCR10229
132,RCR10230
132,RCR10268
132,RCR10272
132,RCR10275
132,RCR10276
132,RCR10308
132,RCR10357
132,RCR10418
132,RCR10443
132,RCR10444
132,RCR10470
132,RCR10555
132,RCR10603
132,RCR10617
132,RCR11027
132,RCR11088
132,RCR11101
132,RCR11103
132,RCR11107
132,RCR11294
132,RCR11661
132,RCR11801
132,RCR11802
132,RCR11803
132,RCR11804
132,RCR11805
132,RCR11806
132,RCR11807
132,RCR11808
132,RCR11809
132,RCR11810
132,RCR11811
132,RCR11812
132,RCR11813
132,RCR11814
132,RCR11815
132,RCR11816
132,RCR11817
132,RCR11818
132,RCR11819
132,RCR11820
132,RCR11821
132,RCR11822
132,RCR11823
132,RCR11824
132,RCR11825
132,RCR11826
132,RCR11827
132,RCR11828
132,RCR11829
132,RCR11914
132,RCR13810
132,RCR14180
132,RCR14183
132,RCR14185
132,RCR14186
132,RCR14216
132,RCR14217
132,RCR14218
132,RCR14219
132,RCR14286
132,RCR14576
132,RCR20001
132,RCR20005
132,RCR20015
132,RCR20085
132,RCR20136
132,RCR20263
132,RCR20270
132,RCR21046
132,RCR21047
132,RCR21050
132,RCR40013
132,RCR40464
133,RCR10032
133,RCR10097
133,RCR10098
133,RCR10145
133,RCR10229
133,RCR10230
133,RCR10268
133,RCR10272
133,RCR10275
133,RCR10276
133,RCR10308
133,RCR10357
133,RCR10418
133,RCR10443
133,RCR10444
133,RCR10470
133,RCR10555
133,RCR10603
133,RCR10617
133,RCR11027
133,RCR11088
133,RCR11101
133,RCR11103
133,RCR11107
133,RCR11294
133,RCR11661
133,RCR11695
133,RCR11801
133,RCR11802
133,RCR11803
133,RCR11804
133,RCR11805
133,RCR11806
133,RCR11807
133,RCR11808
133,RCR11809
133,RCR11810
133,RCR11811
133,RCR11812
133,RCR11813
133,RCR11814
133,RCR11815
133,RCR11816
133,RCR11817
133,RCR11818
133,RCR11819
133,RCR11820
133,RCR11821
133,RCR11822
133,RCR11823
133,RCR11824
133,RCR11825
133,RCR11826
133,RCR11827
133,RCR11828
133,RCR11829
133,RCR11906
133,RCR11914
133,RCR13810
133,RCR14180
133,RCR14183
133,RCR14185
133,RCR14186
133,RCR14216
133,RCR14217
133,RCR14218
133,RCR14219
133,RCR14286
133,RCR14576
133,RCR20001
133,RCR20005
133,RCR20015
133,RCR20085
133,RCR20136
133,RCR20263
133,RCR20270
133,RCR21046
133,RCR21047
133,RCR21050
133,RCR40013
133,RCR40464
134,RCR10033
134,RCR10097
134,RCR10098
134,RCR10145
134,RCR10229
134,RCR10230
134,RCR10268
134,RCR10272
134,RCR10275
134,RCR10276
134,RCR10308
134,RCR10357
134,RCR10418
134,RCR10443
134,RCR10444
134,RCR10470
134,RCR10555
134,RCR10603
134,RCR10617
134,RCR11027
134,RCR11088
134,RCR11101
134,RCR11103
134,RCR11107
134,RCR11294
134,RCR11661
134,RCR11695
134,RCR11801
134,RCR11802
134,RCR11803
134,RCR11804
134,RCR11805
134,RCR11806
134,RCR11807
134,RCR11808
134,RCR11809
134,RCR11810
134,RCR11811
134,RCR11812
134,RCR11813
134,RCR11814
134,RCR11815
134,RCR11816
134,RCR11817
134,RCR11818
134,RCR11819
134,RCR11820
134,RCR11821
134,RCR11822
134,RCR11823
134,RCR11824
134,RCR11825
134,RCR11826
134,RCR11827
134,RCR11828
134,RCR11829
134,RCR11907
134,RCR11914
134,RCR13810
134,RCR14180
134,RCR14183
134,RCR14185
134,RCR14186
134,RCR14216
134,RCR14217
134,RCR14218
134,RCR14219
134,RCR14286
134,RCR14576
134,RCR20001
134,RCR20005
134,RCR20015
134,RCR20085
134,RCR20136
134,RCR20263
134,RCR20270
134,RCR21046
134,RCR21047
134,RCR21050
134,RCR40013
134,RCR40464
135,RCR10145
135,RCR10229
135,RCR10230
135,RCR10275
135,RCR10276
135,RCR10308
135,RCR10357
135,RCR10443
135,RCR10444
135,RCR10470
135,RCR10603
135,RCR10617
135,RCR11027
135,RCR11101
135,RCR11103
135,RCR11107
135,RCR11661
135,RCR11693
135,RCR11696
135,RCR11773
135,RCR11774
135,RCR11775
135,RCR11776
135,RCR11777
135,RCR11778
135,RCR11779
135,RCR11780
135,RCR11781
135,RCR11782
135,RCR11783
135,RCR11784
135,RCR11785
135,RCR11786
135,RCR11787
135,RCR11788
135,RCR11789
135,RCR11790
135,RCR11791
135,RCR11792
135,RCR11793
135,RCR11794
135,RCR11795
135,RCR11796
135,RCR11797
135,RCR11798
135,RCR11799
135,RCR11800
135,RCR11862
135,RCR11863
135,RCR11864
135,RCR11865
135,RCR11908
135,RCR11911
135,RCR13802
135,RCR13806
135,RCR13807
135,RCR13813
135,RCR13814
135,RCR13852
135,RCR14180
135,RCR14183
135,RCR14185
135,RCR14186
135,RCR14216
135,RCR14217
135,RCR14218
135,RCR14219
135,RCR14286
135,RCR20005
135,RCR20015
135,RCR20085
135,RCR20136
135,RCR20163
135,RCR20263
135,RCR20270
135,RCR21046
135,RCR21047
135,RCR40013
135,RCR40464
136,RCR10034
136,RCR10145
136,RCR10229
136,RCR10230
136,RCR10272
136,RCR10275
136,RCR10276
136,RCR10308
136,RCR10357
136,RCR10443
136,RCR10444
136,RCR10470
136,RCR10603
136,RCR10617
136,RCR11027
136,RCR11101
136,RCR11103
136,RCR11107
136,RCR11661
136,RCR11693
136,RCR11773
136,RCR11774
