	minimum	maximum
RCR10001	0.4750000000004775	3.502147371832052
RCR10084	1.0200000000000973	5.0302707532995266
RCR10099	-1.05204210623765	-0.20000000000004547
RCR10101	-1.578063159356475	-0.2999999999999545
RCR10103	3.4016859015251493	7.107991281837602
RCR10105	-154.4216973527133	-111.07565814146096
RCR10106	-7.107991281837599	-5.263371803050404
RCR10109	-2.296427952593573	-0.479999999999923
RCR10118	-3.8681684249504986	-0.37500000000067446
RCR10127	-1.05204210623765	-0.20000000000004547
RCR10145	1.2666666666668625	6.287838441625386
RCR10155	0.29999999999992544	1.5780631593563101
RCR10164	-3.868168424950454	-0.37500000000056843
RCR10295	0.9999999999999996	5.26021053118799
RCR10345	3.401685901524991	7.1079912818375846
RCR10352	5.263371803050518	7.107991281837144
RCR10460	1.539999999999823	7.107991281837301
RCR10462	0.0	2.135275184132818
RCR10463	0.0	2.135275184132818
RCR10464	0.0	2.1352751841328184
RCR10475	-2.733842800706384	-0.5399999999999636
RCR10479	0.5400000000000229	2.7338428007065705
RCR10480	0.30000000000000016	1.5780631593563896
RCR10483	0.1999999999999686	1.0520421062375616
RCR10484	0.20000000000003107	1.0520421062376242
RCR10485	0.29999999999992305	1.5780631593563124
RCR10492	0.29999999999992305	1.5780631593563124
RCR10503	-2.733842800706574	-0.5400000000000228
RCR10506	0.5000000000000309	2.515135376650065
RCR10555	0.0	2.135275184132818
RCR10608	0.5736969591524979	0.8040714119725241
RCR11017	89.99999999999929	99.99999999999945
RCR11103	-5.030270753300057	-1.0133333333331613
RCR11104	-7.5454061299502655	-1.5199999999999818
RCR11109	0.5066666666666606	2.5151353766500724
RCR11151	0.9999999999999231	5.260210531187888
RCR11158	0.5000000000000311	2.5151353766500746
RCR11165	0.29999999999992305	1.5780631593563124
RCR11167	-4.811563329243663	-0.9799999999999538
RCR11170	-1.5780631593563148	-0.29999999999992294
RCR11176	0.9799999999999541	4.811563329243666
RCR11187	0.2999999999999231	1.5780631593563188
RCR11194	-1.5780631593563217	-0.2999999999999232
RCR11204	-2.5151353766500915	-0.5000000000000311
RCR11244	-5.467685601412768	-2.5657427168875984
RCR11372	3.4016859015250143	7.107991281837158
RCR11379	3.4016859015251746	7.107991281837405
RCR11504	0.573696959152498	0.8040714119725239
RCR11505	0.573696959152498	0.8040714119725239
RCR11522	3.4016859015249765	7.107991281837174
RCR11524	3.4016859015249565	7.107991281837144
RCR11659	5.263371803050404	7.107991281837236
RCR11660	-12.57567688325014	-8.205057704575438
RCR11661	-7.107991281837599	-5.263371803050404
RCR11663	5.263371803050784	7.107991281837897
RCR11665	119.74071584604127	168.6376799164068
RCR11669	-7.1079912818377124	-5.263371803050404
RCR11671	5.263371803050785	7.107991281837903
RCR12361	1.53999999999985	7.10799128183794
RCR12402	-7.107991281837599	-1.5399999999995089
RCR13802	0.9999999999999227	5.260210531187259
RCR13852	-5.260210531187932	-0.9999999999999221
RCR14180	0.7533333333333605	3.772703064975108
RCR14181	0.0	0.1486736843728932
RCR14182	0.5066666666666588	2.5151353766500724
RCR14183	-3.7727030649751896	-0.7600000000001046
RCR14185	-6.287838441625581	-1.2666666666669926
RCR14186	0.253333333333444	1.2575676883249116
RCR14216	-2.51513537665007	-0.5066666666666589
RCR14217	1.0133333333331604	5.030270753300061
RCR14218	-2.5151353766500506	-0.5066666666667743
RCR14224	0.5400000000000222	2.733842800706575
RCR14227	0.5399999999998499	2.7338428007064977
RCR14230	-2.7338428007066113	-0.5399999999999636
RCR14266	1.0	5.467685601412637
RCR14348	0.0	2.135275184132818
RCR14424	3.401685901524932	7.107991281837563
RCR14481	-7.107991281837826	-5.263371803050745
RCR20005	97.03353167468777	133.93395777567218
RCR20011	-21.323973845513176	-15.790115409151564
RCR20025	20.17949274101532	28.013847993124106
RCR20085	91.7701598716371	126.82596649383447
RCR20169	-5.467685601412541	-2.565742716887371
RCR20270	97.03353167468786	133.93395777567235
RCR20385	1.5399999999997362	7.107991281837826
RCR20558	2.565742716887792	5.467685601412918
RCR20575	114.47734404299058	161.52968863456908
RCR20651	3.401685901525175	7.107991281837621
RCR21046	19.60579578186282	27.20977658115154
RCR21047	39.21159156372564	54.41955316230308
RCR21048	28.68484795762489	40.20357059862619
RCR30008	17.894732548468447	43.59353567149731
RCR30011	-28.01384799312408	-20.17949274101532
RCR30070	-2.7338428007065816	-0.5400000000000461
RCR30072	-1.5780631593563237	-0.299999999999923
RCR30096	1.673111794032867	3.908168424950111
RCR30115	14.64272149084627	19.715831021567688
RCR30237	-3.499318784904347	-0.680000000000031
RCR30268	1.1473939183052835	1.6081428239455136
RCR30285	1.1473939183053494	1.6081428239454063
RCR30309	1.5399999999998233	7.107991281837682
RCR30315	-6.287838441625396	-1.2666666666668505
RCR30325	1.1473939183053492	1.6081428239453794
RCR30500	0.4800000000000838	2.2964279525941573
RCR30528	-7.107991281837591	-3.4016859015253114
RCR30533	-7.545406129950098	-1.520000000000026
RCR40013	19.52212646677424	47.49810644803438
RCR40014	-28.013847993124074	-20.17949274101532
RCR40028	-7.107991281837826	-1.53999999999985
RCR40054	-2.2964279525938878	-0.4800000000000895
RCR40107	15.790115409151566	21.323973845513162
RCR40438	-2.7338428007065816	-0.5400000000000461
RCR40442	-3.4993187849043386	-0.6800000000000316
RCR40448	-1.578063159356308	-0.2999999999999242
RCR40464	-6.287838441625382	-1.2666666666668605
RCR40533	-7.107991281837682	-1.5399999999998233
RCR40976	0.3672935877360432	4.1168456292993545
RCR40999	-7.107991281837599	-3.401685901525184
RCR41023	1.1473939183053763	1.6081428239454871
RCR41024	1.213531674689113	4.736516664126333
RCR41027	2.4270633493782476	9.473033328252521
RCR41592	1.6731117940328764	3.9081684249501003
RCR30125	-2.29642795259411	-0.48000000000005366
RCR90192	1.0	5.260210531188008
RCR90193	1.0	5.467685601412652
