reaction	linear_coefficient
RCR11116	0.0001698689695498076
RCR10004	9.3430404634575e-05
RCR10001	9.3430404634575e-05
RCR10296	9.3430404634575e-05
RCR10130	0.3130487103796375
RCR11203	0.3130487103796375
RCR10002	0.0004321039161673266
RCR11091	0.0004321039161673266
RCR11020	0.0004321039161673266
RCR10119	0.0004321039161673266
RCR14213	0.0004321039161673266
RCR11090	0.0004321039161673266
RCR11021	0.0004321039161673266
RCR10460	0.0004321039161673266
RCR14211	0.0004321039161673266
RCR10005	0.00011086943723206213
RCR10006	0.00024768299589567495
RCR10009	0.0003494480918472025
RCR10104	0.004761986527746297
RCR10093	0.0021787807596811634
RCR10094	0.0021787807596811634
RCR10010	0.0021787807596811634
RCR10011	1.0
RCR10012	0.0004738680740532894
RCR10013	0.00015996925927646934
RCR10562	0.00015996925927646934
RCR10014	0.000354355835951508
RCR10017	0.0004590856486237644
RCR10234	0.00042632436334452407
RCR14274	0.00042632436334452407
RCR14275	0.00042632436334452407
RCR10136	0.00042632436334452407
RCR10129	0.00042632436334452407
RCR10114	0.00042632436334452407
RCR11166	0.00042632436334452407
RCR10297	0.00042632436334452407
RCR11204	0.00042632436334452407
RCR11205	0.00042632436334452407
RCR10238	0.00042632436334452407
RCR10137	0.00042632436334452407
RCR11207	0.00042632436334452407
RCR10239	0.00042632436334452407
RCR10018	0.00042632436334452407
RCR10299	0.00042632436334452407
RCR10112	0.00042632436334452407
RCR10117	0.00042632436334452407
RCR10102	0.00042632436334452407
RCR10088	0.00042632436334452407
RCR10115	0.00042632436334452407
RCR10300	0.00042632436334452407
RCR10132	0.00042632436334452407
RCR11220	0.00042632436334452407
RCR10131	0.00042632436334452407
RCR11223	0.00042632436334452407
RCR10027	0.00042632436334452407
RCR11221	0.00042632436334452407
RCR11206	0.00042632436334452407
RCR11222	0.00042632436334452407
RCR11224	0.00042632436334452407
RCR10113	0.00042632436334452407
RCR11226	0.00042632436334452407
RCR10109	0.00042632436334452407
RCR11227	0.00042632436334452407
RCR11228	0.00042632436334452407
RCR14268	0.00042632436334452407
RCR10135	0.00042632436334452407
RCR11229	0.00042632436334452407
RCR11230	0.00042632436334452407
RCR11231	0.00042632436334452407
RCR10019	0.004136432347775547
RCR10020	0.0033878598153230725
RCR14194	0.001075917334145293
RCR10021	0.001075917334145293
RCR11758	0.00021071991678896706
RCR11708	0.00021071991678896706
RCR10030	0.00021071991678896706
RCR10041	0.00021071991678896706
RCR11759	0.00021071991678896706
RCR10055	0.00021071991678896706
RCR11761	0.00021071991678896706
RCR10050	0.00021071991678896706
RCR11762	0.00021071991678896706
RCR11713	0.00021071991678896706
RCR11763	0.00021071991678896706
RCR11709	0.00021071991678896706
RCR11764	0.00021071991678896706
RCR10036	0.00021071991678896706
RCR11710	0.00021071991678896706
RCR11765	0.00021071991678896706
RCR10025	0.00021071991678896706
RCR11766	0.00021071991678896706
RCR11767	0.00021071991678896706
RCR11712	0.00021071991678896706
RCR11768	0.00021071991678896706
RCR11714	0.00021071991678896706
RCR11769	0.00021071991678896706
RCR11770	0.00021071991678896706
RCR11715	0.00021071991678896706
RCR11771	0.00021071991678896706
RCR11772	0.00021071991678896706
RCR11717	0.00021071991678896706
RCR10037	0.00021071991678896706
RCR10031	0.00021071991678896706
RCR10042	0.00021071991678896706
RCR11716	0.00021071991678896706
RCR10048	0.00021071991678896706
RCR11718	0.00021071991678896706
RCR10049	0.00021071991678896706
RCR10051	0.00021071991678896706
RCR11721	0.00021071991678896706
RCR11724	0.00021071991678896706
RCR10043	0.00021071991678896706
RCR10032	0.00021071991678896706
RCR11688	0.00021071991678896706
RCR11689	0.00021071991678896706
RCR11719	0.00021071991678896706
RCR11691	0.00021071991678896706
RCR10052	0.00021071991678896706
RCR11720	0.00021071991678896706
RCR11690	0.00021071991678896706
RCR11752	0.00021071991678896706
RCR12221	0.00021071991678896706
RCR11722	0.00021071991678896706
RCR12223	0.00021071991678896706
RCR11692	0.00021071991678896706
RCR11723	0.00021071991678896706
RCR10038	0.00021071991678896706
RCR11693	0.00021071991678896706
RCR11725	0.00021071991678896706
RCR11726	0.00021071991678896706
RCR11694	0.00021071991678896706
RCR11727	0.00021071991678896706
RCR11728	0.00021071991678896706
RCR11695	0.00021071991678896706
RCR11729	0.00021071991678896706
RCR11730	0.00021071991678896706
RCR11696	0.00021071991678896706
RCR11731	0.00021071991678896706
RCR10039	0.00021071991678896706
RCR11732	0.00021071991678896706
RCR11697	0.00021071991678896706
RCR11733	0.00021071991678896706
RCR10044	0.00021071991678896706
RCR10033	0.00021071991678896706
RCR10053	0.00021071991678896706
RCR11734	0.00021071991678896706
RCR10046	0.00021071991678896706
RCR10047	0.00021071991678896706
RCR11698	0.00021071991678896706
RCR11735	0.00021071991678896706
RCR10022	0.00021071991678896706
RCR11736	0.00021071991678896706
RCR11699	0.00021071991678896706
RCR11737	0.00021071991678896706
RCR11738	0.00021071991678896706
RCR11700	0.00021071991678896706
RCR11739	0.00021071991678896706
RCR11740	0.00021071991678896706
RCR11701	0.00021071991678896706
RCR10045	0.00021071991678896706
RCR10034	0.00021071991678896706
RCR11741	0.00021071991678896706
RCR11742	0.00021071991678896706
RCR11702	0.00021071991678896706
RCR11743	0.00021071991678896706
RCR11744	0.00021071991678896706
RCR11706	0.00021071991678896706
RCR11745	0.00021071991678896706
RCR11746	0.00021071991678896706
RCR12243	0.00021071991678896706
RCR11703	0.00021071991678896706
RCR11747	0.00021071991678896706
RCR11748	0.00021071991678896706
RCR12245	0.00021071991678896706
RCR11711	0.00021071991678896706
RCR11749	0.00021071991678896706
RCR11750	0.00021071991678896706
RCR10040	0.00021071991678896706
RCR10029	0.00021071991678896706
RCR11751	0.00021071991678896706
RCR10054	0.00021071991678896706
RCR11753	0.00021071991678896706
RCR11760	0.00021071991678896706
RCR11704	0.00021071991678896706
RCR11754	0.00021071991678896706
RCR11757	0.00021071991678896706
RCR11705	0.00021071991678896706
RCR11756	0.00021071991678896706
RCR11755	0.00021071991678896706
RCR11707	0.00021071991678896706
RCR10035	0.00021071991678896706
RCR10394	0.05115770183710501
RCR13680	0.05115770183710501
RCR90180	0.05115770183710501
RCR20514	0.05115770183710501
RCR20230	0.05115770183710501
RCR10220	0.05115770183710501
RCR13626	0.05115770183710501
RCR13624	0.05115770183710501
RCR13648	0.05115770183710501
RCR13649	0.05115770183710501
RCR10219	0.000625430126340745
RCR10068	0.000625430126340745
RCR10356	0.000625430126340745
RCR12254	0.000625430126340745
RCR10070	0.000625430126340745
RCR12255	0.000625430126340745
RCR10069	0.000625430126340745
RCR10026	0.000625430126340745
RCR10057	0.000625430126340745
RCR10072	0.000625430126340745
RCR10056	0.000625430126340745
RCR10071	0.000625430126340745
RCR12326	0.000625430126340745
RCR12329	0.000625430126340745
RCR14640	0.000625430126340745
RCR10074	0.000625430126340745
RCR10059	0.000625430126340745
RCR12327	0.000625430126340745
RCR10058	0.000625430126340745
RCR10073	0.000625430126340745
RCR12328	0.000625430126340745
RCR13632	1.0
RCR12330	0.000625430126340745
RCR12331	0.000625430126340745
RCR13683	1.0
RCR12332	0.000625430126340745
RCR12333	0.000625430126340745
RCR12334	0.000625430126340745
RCR12335	0.000625430126340745
RCR12336	0.000625430126340745
RCR10076	0.000625430126340745
RCR10061	0.000625430126340745
RCR10060	0.000625430126340745
RCR10075	0.000625430126340745
RCR12337	0.000625430126340745
RCR12338	0.000625430126340745
RCR12339	0.000625430126340745
RCR12340	0.000625430126340745
RCR12341	0.000625430126340745
RCR12342	0.000625430126340745
RCR12343	0.000625430126340745
RCR12344	0.000625430126340745
RCR10063	0.000625430126340745
RCR10078	0.000625430126340745
RCR12345	0.000625430126340745
RCR10062	0.000625430126340745
RCR10077	0.000625430126340745
RCR12346	0.000625430126340745
RCR12347	0.000625430126340745
RCR12348	0.000625430126340745
RCR12349	0.000625430126340745
RCR12350	0.000625430126340745
RCR12351	0.000625430126340745
RCR12352	0.000625430126340745
RCR12353	0.000625430126340745
RCR10064	0.000625430126340745
RCR10080	0.000625430126340745
RCR12232	0.000625430126340745
RCR10079	0.000625430126340745
RCR12355	0.000625430126340745
RCR12354	0.000625430126340745
RCR10023	0.000625430126340745
RCR12233	0.000625430126340745
RCR10639	0.0005392390220438575
RCR10066	0.000625430126340745
RCR10082	0.000625430126340745
RCR10065	0.000625430126340745
RCR10081	0.000625430126340745
RCR13613	1.0
RCR10067	0.000625430126340745
RCR14233	4.5745533026313005e-05
RCR14234	4.5745533026313005e-05
RCR10024	4.5745533026313005e-05
RCR10145	4.5745533026313005e-05
RCR14235	4.5745533026313005e-05
RCR14236	4.5745533026313005e-05
RCR14203	4.5745533026313005e-05
RCR10086	4.5745533026313005e-05
RCR10153	4.5745533026313005e-05
RCR10106	5.072027604212472e-06
RCR10028	0.0007347005766273491
RCR10352	5.072027604212472e-06
RCR10441	3.942293966464248e-06
RCR10152	3.942293966464248e-06
RCR10083	3.942293966464248e-06
RCR10354	3.942293966464248e-06
RCR14406	3.942293966464248e-06
RCR11087	3.2690435628371335e-06
RCR10303	0.002163496178067831
RCR10084	0.00020449820298463453
RCR10496	0.00020449820298463453
RCR10302	0.002163496178067831
RCR14256	0.002163496178067831
RCR10501	3.3440641475835375e-06
RCR10096	3.3440641475835375e-06
RCR10099	3.3440641475835375e-06
RCR10154	3.3440641475835375e-06
RCR10100	3.3440641475835375e-06
RCR10488	3.3440641475835375e-06
RCR11148	3.3440641475835375e-06
RCR10127	3.3440641475835375e-06
RCR20034	3.3440641475835375e-06
RCR10235	3.3440641475835375e-06
RCR10087	3.3440641475835375e-06
RCR10101	3.3440641475835375e-06
RCR14250	3.3440641475835375e-06
RCR10489	3.3440641475835375e-06
RCR20060	3.3440641475835375e-06
RCR11149	3.3440641475835375e-06
RCR20198	3.3440641475835375e-06
RCR14273	3.3440641475835375e-06
RCR11211	3.3440641475835375e-06
RCR10502	3.3440641475835375e-06
RCR14272	3.3440641475835375e-06
RCR10089	0.0056420898556959025
RCR10090	0.001961451193770264
RCR10305	0.001961451193770264
RCR10380	0.00019523008091566624
RCR10254	0.00019523008091566624
RCR13689	0.0018407971057730675
RCR10095	0.031025829776579125
RCR10091	0.031025829776579125
RCR14641	0.0018407971057730675
RCR30268	0.0004082012434780689
RCR10097	0.009990725350910707
RCR10229	0.0004082012434780689
RCR11806	0.0003050463829005858
RCR10098	0.0003050463829005858
RCR11804	0.0003050463829005858
RCR11805	0.0003050463829005858
RCR11807	0.0003050463829005858
RCR11808	0.0003050463829005858
RCR11809	0.0003050463829005858
RCR11810	0.0003050463829005858
RCR11811	0.0003050463829005858
RCR11773	0.0003050463829005858
RCR11774	0.0003050463829005858
RCR11812	0.0003050463829005858
RCR11777	0.0003050463829005858
RCR11813	0.0003050463829005858
RCR11776	0.0003050463829005858
RCR11814	0.0003050463829005858
RCR10357	0.0003050463829005858
RCR11778	0.0003050463829005858
RCR11815	0.0003050463829005858
RCR11779	0.0003050463829005858
RCR11816	0.0003050463829005858
RCR11780	0.0003050463829005858
RCR11817	0.0003050463829005858
RCR11781	0.0003050463829005858
RCR11818	0.0003050463829005858
RCR11782	0.0003050463829005858
RCR11819	0.0003050463829005858
RCR11783	0.0003050463829005858
RCR40437	0.0003050463829005858
RCR11820	0.0003050463829005858
RCR11784	0.0003050463829005858
RCR11821	0.0003050463829005858
RCR11785	0.0003050463829005858
RCR11822	0.0003050463829005858
RCR11786	0.0003050463829005858
RCR11823	0.0003050463829005858
RCR11787	0.0003050463829005858
RCR11908	0.0003050463829005858
RCR11824	0.0003050463829005858
RCR11909	0.0003050463829005858
RCR11788	0.0003050463829005858
RCR11911	0.0003050463829005858
RCR11825	0.0003050463829005858
RCR11912	0.0003050463829005858
RCR11789	0.0003050463829005858
RCR11913	0.0003050463829005858
RCR11826	0.0003050463829005858
RCR11914	0.0003050463829005858
RCR11790	0.0003050463829005858
RCR11827	0.0003050463829005858
RCR11791	0.0003050463829005858
RCR11828	0.0003050463829005858
RCR11792	0.0003050463829005858
RCR11829	0.0003050463829005858
RCR11793	0.0003050463829005858
RCR11794	0.0003050463829005858
RCR11795	0.0003050463829005858
RCR11796	0.0003050463829005858
RCR11797	0.0003050463829005858
RCR11798	0.0003050463829005858
RCR11799	0.0003050463829005858
RCR11800	0.0003050463829005858
RCR11803	0.0003050463829005858
RCR11775	0.0003050463829005858
RCR11802	0.0003050463829005858
RCR10103	5.2159374360622335e-05
