	minimum	maximum
RCR10001	-0.7426829100058967	3.2715027196464916
RCR10020	0.19999999999950588	0.9861436341847978
RCR10084	1.0199999999995815	7.055173983985392
RCR10099	-0.9861436341844865	-0.1999999999999318
RCR10101	-1.834596662671629	-0.393333333333203
RCR10103	3.3681925998946585	7.371077296702196
RCR10105	-173.9213751755002	-111.0636938661072
RCR10106	-7.371077296702424	-5.196385199790939
RCR10109	-1.8954198762946761	-0.17999999999970215
RCR10118	-2.125359085461241	2.225067718902096
RCR10127	-0.9861436341844865	-0.1999999999999318
RCR10145	1.1666666666659513	8.722441467763907
RCR10164	-2.125359085461241	2.225067718902096
RCR10246	0.10000000000007965	0.49307181709244907
RCR10294	-0.49140515311353283	-0.09333333333336213
RCR10295	1.0000000000000004	4.930718170922471
RCR10345	3.3681925998955458	7.371077296702589
RCR10352	5.1963851997913935	7.37107729670231
RCR10460	1.540000000000314	7.3710772967021985
RCR10462	0.0	2.101781882502865
RCR10463	0.0	2.101781882502865
RCR10464	0.0	2.101781882502865
RCR10471	-1.4792154512773794	-0.29999999999992993
RCR10475	-4.212044169544129	-0.5399999999999636
RCR10479	0.5399999999999996	4.212044169544178
RCR10480	0.3000000000000189	1.4792154512767497
RCR10483	0.2000000000000425	0.9861436341844002
RCR10484	0.200000000000072	0.9861436341845373
RCR10503	-4.212044169543792	-0.5399999999996483
RCR10506	0.4999999999999484	3.7908397525897537
RCR10555	-3.016315655551964e-14	2.10178188250282
RCR10608	0.5743160509578423	0.9126095700679138
RCR11017	90.0	100.0
RCR11103	-6.5988691989523485	-0.813333333332983
RCR11104	-9.898303798429538	-1.2199999999992315
RCR11105	-1.4792154512772469	-0.2999999999999299
RCR11109	0.4066666666664105	3.299434599476058
RCR11151	0.7000000000000036	3.4515027196457524
RCR11158	0.4999999999999981	3.7908397525897537
RCR11159	0.09333333333329236	0.49140515311348787
RCR11165	0.2999999999999545	1.479215451277355
RCR11167	-5.6862596288844305	-0.679999999999742
RCR11170	-1.4792154512769433	-0.2999999999995553
RCR11176	0.6799999999997419	5.68625962888443
RCR11187	0.2999999999995553	1.4792154512769433
RCR11204	-3.7908397525897537	-0.4999999999999994
RCR11244	-9.371798277236167	-3.2081925998957104
RCR11302	-0.4930718170924491	-0.10000000000007966
RCR11319	0.10000000000007966	0.49307181709244907
RCR11320	-0.49307181709241377	-0.10000000000002274
RCR11372	3.368192599895818	7.371077296702357
RCR11379	3.3681925998961524	7.371077296702467
RCR11504	0.5743160509578699	0.9126095700679234
RCR11505	0.57431605095787	0.9126095700679234
RCR11522	3.3681925998958993	7.371077296702297
RCR11524	3.368192599895906	7.37107729670231
RCR11659	5.196385199791091	7.3710772967022224
RCR11660	-16.742875573938363	-8.404577799686649
RCR11661	-7.371077296702424	-5.1963851997913935
RCR11663	5.196385199791115	7.371077296702313
RCR11665	119.628271665796	188.66352976890354
RCR11669	-7.371077296702083	-5.196385199790939
RCR11671	5.19638519979115	7.371077296702357
RCR12361	1.540000000000532	7.37107729670231
RCR12402	-7.371077296702424	-1.540000000000191
RCR13179	0.10000000000007966	0.49307181709244907
RCR13802	0.7000000000000057	3.4515027196457515
RCR13852	-3.4515027196457293	-0.7000000000000016
RCR14180	0.7599999999994914	5.423006868288785
RCR14182	0.40666666666644674	3.2994345994766863
RCR14183	-5.423006868287757	-0.7599999999994225
RCR14185	-8.722441467763929	-1.1666666666659467
RCR14186	0.353333333333012	2.1235722688116994
RCR14216	-3.2994345994760828	-0.40666666666645984
RCR14217	0.8133333333329831	6.59886919895235
RCR14218	-3.2994345994762853	-0.4066666666665242
RCR14224	0.540000000000002	4.212044169544141
RCR14227	0.5399999999997362	4.212044169543901
RCR14230	-4.21204416956266	-0.5399999998641078
RCR14266	1.0000000000000016	10.530110423860597
RCR14348	0.0	2.1017818825029146
RCR14424	3.3681925998957647	7.371077296702415
RCR14481	-7.371077296702424	-5.196385199791166
RCR14581	0.10000000000007965	0.49307181709244907
RCR14582	0.10000000000007965	0.49307181709244907
RCR20005	96.7884148156727	148.57890942207587
RCR20011	-22.42913520282317	-15.689155599373851
RCR20025	20.128602524695733	31.09892611846819
RCR20069	-0.49307181709244907	-0.10000000000007965
RCR20085	91.59202961588187	141.2078321253732
RCR20137	0.10000000000007965	0.49307181709244907
RCR20169	-9.371798277235825	-3.2081925998955967
RCR20171	-0.49307181709244907	-0.10000000000007966
RCR20270	96.788414815673	148.57890942207555
RCR20385	1.5400000000003047	7.371077296702424
RCR20558	3.2081925998957246	9.371798277236023
RCR20562	0.10000000000007966	0.49307181709244907
RCR20575	114.4318864660047	181.29245247220274
RCR20651	3.368192599895955	7.371077296702468
RCR21046	19.554286473737992	30.186316548400278
RCR21047	39.108572947475984	60.372633096800556
RCR21048	28.715802547893535	45.630478503395686
RCR30008	17.726646948518837	57.21359996964363
RCR30011	-31.098926118468192	-20.12860252469583
RCR30070	-4.212044169548533	-0.5400000000095656
RCR30072	-1.4792154512773723	-0.3000000000000036
RCR30096	0.0	4.630718170922804
RCR30115	14.640523497457615	20.919819375403225
RCR30237	-5.6862596288844305	-0.6799999999997643
RCR30268	1.1486321019159504	1.8252191401359141
RCR30285	1.1486321019159413	1.8252191401356015
RCR30309	1.5400000000002363	7.371077296702598
RCR30315	-8.722441467763907	-1.1666666666659513
RCR30317	-0.9861436341849301	-0.19999999999985021
RCR30325	1.1486321019160965	1.8252191401356015
RCR30500	0.4800000000001698	2.8431298144415997
RCR30528	-7.371077296702496	-3.368192599895455
RCR30533	-10.846013736576717	-1.5199999999970168
