well_ID,drug,conc,timepoint,dead_cells,dead_cells_DOX,total_cells
H10,5FU,10,48h,681,681,1227
H10,5FU,10,48h,518,518,1051
H10,5FU,10,48h,523,523,1105
H10,5FU,10,48h,645,645,1156
H11,5FU,10,48h,582,582,1191
H11,5FU,10,48h,474,474,1074
H11,5FU,10,48h,567,567,1152
H11,5FU,10,48h,521,521,1111
H12,5FU,10,48h,657,657,1218
H12,5FU,10,48h,494,494,1066
H12,5FU,10,48h,465,465,1064
H12,5FU,10,48h,579,579,1127
A01,blank,0,6h,0,0,799
A01,blank,0,6h,0,0,810
A01,blank,0,6h,0,0,613
A01,blank,0,6h,0,0,800
A02,blank,0,6h,0,0,869
A02,blank,0,6h,0,0,791
A02,blank,0,6h,0,0,783
A02,blank,0,6h,0,0,794
A03,blank,0,6h,0,0,1001
A03,blank,0,6h,0,0,817
A03,blank,0,6h,0,0,823
A03,blank,0,6h,0,0,881
A04,Ace,0.078125,6h,80,80,1116
A04,Ace,0.078125,6h,89,89,1107
A04,Ace,0.078125,6h,105,105,1159
A04,Ace,0.078125,6h,105,105,1185
A05,Ace,0.078125,6h,76,76,1078
A05,Ace,0.078125,6h,81,81,1057
A05,Ace,0.078125,6h,111,111,1156
A05,Ace,0.078125,6h,106,106,1151
A06,Ace,0.078125,6h,121,121,1186
A06,Ace,0.078125,6h,105,105,1137
A06,Ace,0.078125,6h,167,167,1209
A06,Ace,0.078125,6h,108,108,1240
A07,Dox,0.15625,6h,120,118,1172
A07,Dox,0.15625,6h,141,141,1194
A07,Dox,0.15625,6h,154,151,1247
A07,Dox,0.15625,6h,164,164,1260
A08,Dox,0.15625,6h,204,204,1233
A08,Dox,0.15625,6h,86,86,1159
A08,Dox,0.15625,6h,186,185,1267
A08,Dox,0.15625,6h,157,155,1172
A09,Dox,0.15625,6h,103,103,1186
A09,Dox,0.15625,6h,134,134,1184
A09,Dox,0.15625,6h,131,131,1234
A09,Dox,0.15625,6h,129,129,1230
A10,5FU,0.078125,6h,174,174,1270
A10,5FU,0.078125,6h,88,88,1190
A10,5FU,0.078125,6h,130,130,1265
A10,5FU,0.078125,6h,176,176,1323
A11,5FU,0.078125,6h,93,93,1168
A11,5FU,0.078125,6h,70,70,1068
A11,5FU,0.078125,6h,109,109,1197
A11,5FU,0.078125,6h,82,82,1199
A12,5FU,0.078125,6h,83,83,1148
A12,5FU,0.078125,6h,66,66,1070
A12,5FU,0.078125,6h,134,134,1161
A12,5FU,0.078125,6h,110,110,1184
B01,ctl,0,6h,136,136,1194
B01,ctl,0,6h,109,109,1209
B01,ctl,0,6h,88,88,1152
B01,ctl,0,6h,114,114,1193
B02,ctl,0,6h,142,142,1246
B02,ctl,0,6h,89,89,1156
B02,ctl,0,6h,100,100,1244
B02,ctl,0,6h,130,130,1215
B03,ctl,0,6h,155,155,1213
B03,ctl,0,6h,127,127,1145
B03,ctl,0,6h,120,120,1237
B03,ctl,0,6h,198,198,1295
B04,Ace,0.15625,6h,128,128,1103
B04,Ace,0.15625,6h,102,102,1161
B04,Ace,0.15625,6h,139,139,1185
B04,Ace,0.15625,6h,123,123,1214
B05,Ace,0.15625,6h,111,111,1107
B05,Ace,0.15625,6h,131,131,1204
B05,Ace,0.15625,6h,167,167,1265
B05,Ace,0.15625,6h,84,84,1169
B06,Ace,0.15625,6h,124,124,1213
B06,Ace,0.15625,6h,156,156,1186
B06,Ace,0.15625,6h,200,200,1254
B06,Ace,0.15625,6h,160,160,1275
B07,Dox,0.3125,6h,134,131,1242
B07,Dox,0.3125,6h,155,154,1247
B07,Dox,0.3125,6h,173,172,1267
B07,Dox,0.3125,6h,175,174,1259
B08,Dox,0.3125,6h,112,110,1168
B08,Dox,0.3125,6h,118,117,1167
B08,Dox,0.3125,6h,218,217,1312
B08,Dox,0.3125,6h,182,182,1289
B09,Dox,0.3125,6h,95,94,1117
B09,Dox,0.3125,6h,96,95,1130
B09,Dox,0.3125,6h,121,116,1139
B09,Dox,0.3125,6h,106,106,1132
B10,5FU,0.15625,6h,92,92,1213
B10,5FU,0.15625,6h,82,82,1134
B10,5FU,0.15625,6h,127,127,1269
B10,5FU,0.15625,6h,140,140,1305
B11,5FU,0.15625,6h,102,102,1206
B11,5FU,0.15625,6h,97,97,1195
B11,5FU,0.15625,6h,166,166,1219
B11,5FU,0.15625,6h,159,159,1290
B12,5FU,0.15625,6h,111,111,1222
B12,5FU,0.15625,6h,76,76,1144
B12,5FU,0.15625,6h,114,114,1190
B12,5FU,0.15625,6h,93,93,1203
C01,DMSO,0,6h,205,205,1266
C01,DMSO,0,6h,136,136,1187
C01,DMSO,0,6h,129,129,1242
C01,DMSO,0,6h,123,123,1301
C02,DMSO,0,6h,161,161,1289
C02,DMSO,0,6h,133,133,1245
C02,DMSO,0,6h,172,172,1269
C02,DMSO,0,6h,142,142,1261
C03,DMSO,0,6h,138,138,1308
C03,DMSO,0,6h,149,149,1209
C03,DMSO,0,6h,151,151,1300
C03,DMSO,0,6h,146,146,1270
C04,Ace,0.3125,6h,49,49,437
C04,Ace,0.3125,6h,178,178,1178
C04,Ace,0.3125,6h,214,214,1291
C04,Ace,0.3125,6h,124,124,1184
C05,Ace,0.3125,6h,98,98,1147
C05,Ace,0.3125,6h,145,145,1157
C05,Ace,0.3125,6h,191,191,1250
C05,Ace,0.3125,6h,128,128,1156
C06,Ace,0.3125,6h,148,148,1198
C06,Ace,0.3125,6h,144,144,1210
C06,Ace,0.3125,6h,223,223,1294
C06,Ace,0.3125,6h,144,144,1208
C07,Dox,0.625,6h,137,131,1245
C07,Dox,0.625,6h,156,151,1213
C07,Dox,0.625,6h,176,173,1310
C07,Dox,0.625,6h,210,205,1304
C08,Dox,0.625,6h,120,115,1237
C08,Dox,0.625,6h,120,118,1225
C08,Dox,0.625,6h,164,161,1250
C08,Dox,0.625,6h,148,144,1208
C09,Dox,0.625,6h,93,92,1183
C09,Dox,0.625,6h,85,82,1151
C09,Dox,0.625,6h,136,134,1190
C09,Dox,0.625,6h,133,132,1305
C10,5FU,0.3125,6h,72,72,504
C10,5FU,0.3125,6h,2,2,31
C10,5FU,0.3125,6h,113,113,771
C10,5FU,0.3125,6h,88,88,803
C11,5FU,0.3125,6h,99,99,1162
C11,5FU,0.3125,6h,101,101,1156
C11,5FU,0.3125,6h,137,137,1280
C11,5FU,0.3125,6h,92,92,1169
C12,5FU,0.3125,6h,68,68,1064
C12,5FU,0.3125,6h,66,66,1088
C12,5FU,0.3125,6h,135,135,1236
C12,5FU,0.3125,6h,145,145,1229
D01,stauro,0,6h,149,149,1201
D01,stauro,0,6h,101,101,1189
D01,stauro,0,6h,129,129,1192
D01,stauro,0,6h,133,133,1181
D02,stauro,0,6h,142,142,1216
D02,stauro,0,6h,132,132,1231
D02,stauro,0,6h,146,146,1216
D02,stauro,0,6h,194,194,1251
D03,stauro,0,6h,129,129,1123
D03,stauro,0,6h,166,166,1180
D03,stauro,0,6h,193,193,1229
D03,stauro,0,6h,140,140,1186
D04,Ace,0.625,6h,128,128,1120
D04,Ace,0.625,6h,175,175,1168
D04,Ace,0.625,6h,195,195,1216
D04,Ace,0.625,6h,143,143,1195
D05,Ace,0.625,6h,126,126,1167
D05,Ace,0.625,6h,142,142,1210
D05,Ace,0.625,6h,133,133,1206
D05,Ace,0.625,6h,179,179,1231
D06,Ace,0.625,6h,101,101,1214
D06,Ace,0.625,6h,170,170,1200
D06,Ace,0.625,6h,219,219,1315
D06,Ace,0.625,6h,149,149,1286
D07,Dox,1.25,6h,147,138,1195
D07,Dox,1.25,6h,133,123,1275
D07,Dox,1.25,6h,193,181,1295
D07,Dox,1.25,6h,197,190,1260
D08,Dox,1.25,6h,102,93,1127
D08,Dox,1.25,6h,131,121,1104
D08,Dox,1.25,6h,176,163,1207
D08,Dox,1.25,6h,161,154,1245
D09,Dox,1.25,6h,90,87,1087
D09,Dox,1.25,6h,133,128,1139
D09,Dox,1.25,6h,148,141,1209
D09,Dox,1.25,6h,126,124,1138
D10,5FU,0.625,6h,113,113,1278
D10,5FU,0.625,6h,85,85,1213
D10,5FU,0.625,6h,116,116,1178
D10,5FU,0.625,6h,158,158,1355
D11,5FU,0.625,6h,133,133,1241
D11,5FU,0.625,6h,132,132,1219
D11,5FU,0.625,6h,173,173,1369
D11,5FU,0.625,6h,170,170,1286
D12,5FU,0.625,6h,103,103,1069
D12,5FU,0.625,6h,78,78,1073
D12,5FU,0.625,6h,181,181,1240
D12,5FU,0.625,6h,131,131,1176
E01,blank,0,6h,0,0,949
E01,blank,0,6h,0,0,1047
E01,blank,0,6h,0,0,1100
E01,blank,0,6h,0,0,956
E02,blank,0,6h,0,0,1057
E02,blank,0,6h,0,0,0
E02,blank,0,6h,0,0,1118
E02,blank,0,6h,0,0,1100
E03,blank,0,6h,0,0,833
E03,blank,0,6h,0,0,984
E03,blank,0,6h,0,0,995
E03,blank,0,6h,0,0,899
E04,Ace,1.25,6h,102,102,1148
E04,Ace,1.25,6h,113,113,1159
E04,Ace,1.25,6h,129,129,1159
E04,Ace,1.25,6h,125,125,1186
E05,Ace,1.25,6h,94,94,1096
E05,Ace,1.25,6h,106,106,1191
E05,Ace,1.25,6h,120,120,1283
E05,Ace,1.25,6h,127,127,1187
E06,Ace,1.25,6h,169,169,1159
E06,Ace,1.25,6h,161,161,1203
E06,Ace,1.25,6h,203,203,1306
E06,Ace,1.25,6h,157,157,1238
E07,Dox,2.5,6h,139,104,1115
E07,Dox,2.5,6h,242,199,1227
E07,Dox,2.5,6h,268,216,1291
E07,Dox,2.5,6h,235,193,1282
E08,Dox,2.5,6h,186,137,1099
E08,Dox,2.5,6h,182,149,1186
E08,Dox,2.5,6h,256,210,1174
E08,Dox,2.5,6h,273,214,1276
E09,Dox,2.5,6h,132,100,1089
E09,Dox,2.5,6h,162,117,1213
E09,Dox,2.5,6h,172,130,1215
E09,Dox,2.5,6h,204,157,1182
E10,5FU,1.25,6h,114,114,1253
E10,5FU,1.25,6h,178,178,1324
E10,5FU,1.25,6h,144,144,1283
E10,5FU,1.25,6h,144,144,1318
E11,5FU,1.25,6h,148,148,1253
E11,5FU,1.25,6h,174,174,1229
E11,5FU,1.25,6h,175,175,1233
E11,5FU,1.25,6h,167,167,1253
E12,5FU,1.25,6h,108,108,1123
E12,5FU,1.25,6h,116,116,1131
E12,5FU,1.25,6h,187,187,1267
E12,5FU,1.25,6h,121,121,1134
F04,Ace,2.5,6h,104,104,1166
F04,Ace,2.5,6h,78,78,1088
F04,Ace,2.5,6h,123,123,1096
F04,Ace,2.5,6h,142,142,1166
F05,Ace,2.5,6h,73,73,1088
F05,Ace,2.5,6h,80,80,1162
F05,Ace,2.5,6h,140,140,1136
F05,Ace,2.5,6h,75,75,1108
F06,Ace,2.5,6h,67,67,1137
F06,Ace,2.5,6h,95,95,1107
F06,Ace,2.5,6h,155,155,1220
F06,Ace,2.5,6h,90,90,1142
F07,Dox,5,6h,544,225,1112
F07,Dox,5,6h,665,310,1182
F07,Dox,5,6h,684,319,1230
F07,Dox,5,6h,598,252,1174
F08,Dox,5,6h,543,233,1112
F08,Dox,5,6h,538,226,1110
F08,Dox,5,6h,576,268,1105
F08,Dox,5,6h,662,322,1155
F09,Dox,5,6h,458,184,1058
F09,Dox,5,6h,570,263,1096
F09,Dox,5,6h,655,287,1181
F09,Dox,5,6h,574,246,1163
F10,5FU,2.5,6h,80,80,1189
F10,5FU,2.5,6h,58,58,1087
F10,5FU,2.5,6h,93,93,1183
F10,5FU,2.5,6h,91,91,1219
F11,5FU,2.5,6h,139,139,1176
F11,5FU,2.5,6h,106,106,1204
F11,5FU,2.5,6h,125,125,1293
F11,5FU,2.5,6h,125,125,1291
F12,5FU,2.5,6h,60,60,1052
F12,5FU,2.5,6h,62,62,1036
F12,5FU,2.5,6h,122,122,1120
F12,5FU,2.5,6h,85,85,1056
G04,Ace,5,6h,128,128,1065
G04,Ace,5,6h,122,122,1157
G04,Ace,5,6h,136,136,1191
G04,Ace,5,6h,164,164,1166
G05,Ace,5,6h,78,78,1073
G05,Ace,5,6h,111,111,1118
G05,Ace,5,6h,161,161,1093
G05,Ace,5,6h,119,119,1046
G06,Ace,5,6h,108,108,1175
G06,Ace,5,6h,73,73,1168
G06,Ace,5,6h,147,147,1209
G06,Ace,5,6h,148,148,1242
G07,Dox,10,6h,935,478,941
G07,Dox,10,6h,1003,559,1011
G07,Dox,10,6h,1064,617,1070
G07,Dox,10,6h,1003,559,1011
G08,Dox,10,6h,1053,594,1063
G08,Dox,10,6h,957,500,961
G08,Dox,10,6h,920,473,926
G08,Dox,10,6h,1007,580,1015
G09,Dox,10,6h,1005,566,1010
G09,Dox,10,6h,973,525,979
G09,Dox,10,6h,1008,619,1016
G09,Dox,10,6h,1039,653,1043
G10,5FU,5,6h,131,131,1234
G10,5FU,5,6h,72,72,1120
G10,5FU,5,6h,118,118,1205
G10,5FU,5,6h,163,163,1263
G11,5FU,5,6h,77,77,1169
G11,5FU,5,6h,103,103,1208
G11,5FU,5,6h,138,138,1272
G11,5FU,5,6h,97,97,1205
G12,5FU,5,6h,85,85,1134
G12,5FU,5,6h,106,106,1121
G12,5FU,5,6h,146,146,1224
G12,5FU,5,6h,107,107,1119
H04,Ace,10,6h,66,66,977
H04,Ace,10,6h,76,76,1041
H04,Ace,10,6h,107,107,1130
H04,Ace,10,6h,96,96,1114
H05,Ace,10,6h,74,74,1030
H05,Ace,10,6h,114,114,1060
H05,Ace,10,6h,85,85,1086
H05,Ace,10,6h,95,95,1086
H06,Ace,10,6h,67,67,1114
H06,Ace,10,6h,79,79,1144
H06,Ace,10,6h,96,96,1195
H06,Ace,10,6h,96,96,1206
H07,Dox,20,6h,794,500,794
H07,Dox,20,6h,35,27,35
H07,Dox,20,6h,828,635,828
H07,Dox,20,6h,905,614,905
H08,Dox,20,6h,800,638,800
H08,Dox,20,6h,771,571,771
H08,Dox,20,6h,2,2,2
H08,Dox,20,6h,844,632,844
H09,Dox,20,6h,882,671,882
H09,Dox,20,6h,814,621,814
H09,Dox,20,6h,840,600,840
H09,Dox,20,6h,822,620,822
H10,5FU,10,6h,99,99,1184
H10,5FU,10,6h,73,73,1168
H10,5FU,10,6h,95,95,1203
H10,5FU,10,6h,127,127,1207
H11,5FU,10,6h,86,86,1163
H11,5FU,10,6h,62,62,1130
H11,5FU,10,6h,89,89,1275
H11,5FU,10,6h,84,84,1215
H12,5FU,10,6h,57,57,1126
H12,5FU,10,6h,78,78,1149
H12,5FU,10,6h,109,109,1181
H12,5FU,10,6h,94,94,1164
