well_ID,drug,conc,timepoint,dead_cells,dead_cells_DOX,total_cells
A06,Ace,0.078125,6h,46,46,629
A06,Ace,0.078125,6h,30,30,661
A06,Ace,0.078125,6h,47,47,698
A07,Dox,0.15625,6h,42,42,654
A07,Dox,0.15625,6h,30,30,637
A07,Dox,0.15625,6h,32,32,675
A07,Dox,0.15625,6h,43,43,696
A08,Dox,0.15625,6h,29,29,675
A08,Dox,0.15625,6h,19,19,621
A08,Dox,0.15625,6h,44,44,702
A08,Dox,0.15625,6h,43,42,702
A09,Dox,0.15625,6h,60,60,729
A09,Dox,0.15625,6h,31,31,666
A09,Dox,0.15625,6h,55,54,719
A09,Dox,0.15625,6h,61,61,698
A10,5FU,0.078125,6h,20,20,595
A10,5FU,0.078125,6h,24,24,591
A10,5FU,0.078125,6h,31,31,688
A10,5FU,0.078125,6h,36,36,662
A11,5FU,0.078125,6h,31,31,708
A11,5FU,0.078125,6h,39,39,648
A11,5FU,0.078125,6h,34,34,724
A11,5FU,0.078125,6h,46,46,720
A12,5FU,0.078125,6h,32,32,698
A12,5FU,0.078125,6h,20,20,632
A12,5FU,0.078125,6h,31,31,633
A12,5FU,0.078125,6h,49,49,779
B01,ctl,0,6h,20,20,535
B01,ctl,0,6h,18,18,538
B01,ctl,0,6h,28,28,626
B01,ctl,0,6h,26,26,654
B02,ctl,0,6h,36,36,590
B02,ctl,0,6h,31,31,625
B02,ctl,0,6h,55,55,716
B02,ctl,0,6h,59,59,613
B03,ctl,0,6h,34,34,580
B03,ctl,0,6h,24,24,656
B03,ctl,0,6h,32,32,686
B03,ctl,0,6h,35,35,731
B04,Ace,0.15625,6h,30,30,629
B04,Ace,0.15625,6h,34,34,670
B04,Ace,0.15625,6h,42,42,680
B04,Ace,0.15625,6h,30,30,652
B05,Ace,0.15625,6h,17,17,590
B05,Ace,0.15625,6h,26,26,566
B05,Ace,0.15625,6h,47,47,655
B05,Ace,0.15625,6h,52,52,623
B06,Ace,0.15625,6h,30,30,714
B06,Ace,0.15625,6h,39,39,695
B06,Ace,0.15625,6h,49,49,737
B06,Ace,0.15625,6h,49,49,695
B07,Dox,0.3125,6h,26,26,677
B07,Dox,0.3125,6h,47,47,700
B07,Dox,0.3125,6h,42,42,717
B07,Dox,0.3125,6h,56,56,706
B08,Dox,0.3125,6h,12,12,597
B08,Dox,0.3125,6h,18,18,618
B08,Dox,0.3125,6h,66,66,759
B08,Dox,0.3125,6h,33,33,691
B09,Dox,0.3125,6h,36,35,645
B09,Dox,0.3125,6h,27,27,653
B09,Dox,0.3125,6h,53,52,708
B09,Dox,0.3125,6h,90,90,794
B10,5FU,0.15625,6h,17,17,624
B10,5FU,0.15625,6h,22,22,664
B10,5FU,0.15625,6h,39,39,642
B10,5FU,0.15625,6h,32,32,618
B11,5FU,0.15625,6h,29,29,668
B11,5FU,0.15625,6h,21,21,707
B11,5FU,0.15625,6h,41,41,803
B11,5FU,0.15625,6h,39,39,720
B12,5FU,0.15625,6h,25,25,700
B12,5FU,0.15625,6h,33,33,685
B12,5FU,0.15625,6h,55,55,749
B12,5FU,0.15625,6h,31,31,710
C01,DMSO,0,6h,41,41,590
C01,DMSO,0,6h,42,42,594
C01,DMSO,0,6h,60,60,617
C01,DMSO,0,6h,55,55,598
C02,DMSO,0,6h,26,26,581
C02,DMSO,0,6h,32,32,534
C02,DMSO,0,6h,29,29,561
C02,DMSO,0,6h,44,44,670
C03,DMSO,0,6h,37,37,608
C03,DMSO,0,6h,29,29,616
C03,DMSO,0,6h,43,43,635
C03,DMSO,0,6h,44,44,602
C04,Ace,0.3125,6h,50,50,630
C04,Ace,0.3125,6h,40,40,649
C04,Ace,0.3125,6h,60,60,653
C04,Ace,0.3125,6h,54,54,645
C05,Ace,0.3125,6h,37,37,685
C05,Ace,0.3125,6h,61,61,713
C05,Ace,0.3125,6h,76,76,717
C05,Ace,0.3125,6h,38,38,739
C06,Ace,0.3125,6h,27,27,639
C06,Ace,0.3125,6h,40,40,669
C06,Ace,0.3125,6h,48,48,747
C06,Ace,0.3125,6h,31,31,665
C07,Dox,0.625,6h,25,25,645
C07,Dox,0.625,6h,51,51,724
C07,Dox,0.625,6h,45,44,677
C07,Dox,0.625,6h,44,43,652
C08,Dox,0.625,6h,17,17,621
C08,Dox,0.625,6h,25,23,626
C08,Dox,0.625,6h,45,44,673
C08,Dox,0.625,6h,36,36,623
C09,Dox,0.625,6h,39,38,655
C09,Dox,0.625,6h,44,42,653
C09,Dox,0.625,6h,68,67,734
C09,Dox,0.625,6h,68,67,745
C10,5FU,0.3125,6h,15,15,667
C10,5FU,0.3125,6h,39,39,718
C10,5FU,0.3125,6h,48,48,719
C10,5FU,0.3125,6h,14,14,678
C11,5FU,0.3125,6h,23,23,636
C11,5FU,0.3125,6h,33,33,699
C11,5FU,0.3125,6h,60,60,707
C11,5FU,0.3125,6h,47,47,700
C12,5FU,0.3125,6h,20,20,603
C12,5FU,0.3125,6h,31,31,672
C12,5FU,0.3125,6h,48,48,710
C12,5FU,0.3125,6h,35,35,668
D01,stauro,0,6h,37,37,604
D01,stauro,0,6h,27,27,636
D01,stauro,0,6h,36,36,639
D01,stauro,0,6h,27,27,600
D02,stauro,0,6h,38,38,645
D02,stauro,0,6h,40,40,705
D02,stauro,0,6h,45,45,757
D02,stauro,0,6h,55,55,692
D03,stauro,0,6h,56,56,617
D03,stauro,0,6h,44,44,645
D03,stauro,0,6h,46,46,625
D03,stauro,0,6h,73,73,606
D04,Ace,0.625,6h,37,37,668
D04,Ace,0.625,6h,42,42,653
D04,Ace,0.625,6h,43,43,695
D04,Ace,0.625,6h,62,62,719
D05,Ace,0.625,6h,25,25,674
D05,Ace,0.625,6h,72,72,781
D05,Ace,0.625,6h,96,96,806
D05,Ace,0.625,6h,28,28,636
D06,Ace,0.625,6h,35,35,728
D06,Ace,0.625,6h,73,73,817
D06,Ace,0.625,6h,66,66,856
D06,Ace,0.625,6h,39,39,739
D07,Dox,1.25,6h,61,58,758
D07,Dox,1.25,6h,51,49,700
D07,Dox,1.25,6h,60,54,753
D07,Dox,1.25,6h,48,47,770
D08,Dox,1.25,6h,21,20,658
D08,Dox,1.25,6h,27,25,663
D08,Dox,1.25,6h,40,37,671
D08,Dox,1.25,6h,27,26,591
D09,Dox,1.25,6h,45,42,657
D09,Dox,1.25,6h,32,30,663
D09,Dox,1.25,6h,74,70,736
D09,Dox,1.25,6h,61,56,657
D10,5FU,0.625,6h,33,33,631
D10,5FU,0.625,6h,32,32,670
D10,5FU,0.625,6h,42,42,654
D10,5FU,0.625,6h,36,36,588
D11,5FU,0.625,6h,34,34,674
D11,5FU,0.625,6h,53,53,748
D11,5FU,0.625,6h,66,66,702
D11,5FU,0.625,6h,42,42,678
D12,5FU,0.625,6h,23,23,648
D12,5FU,0.625,6h,30,30,682
D12,5FU,0.625,6h,31,31,726
D12,5FU,0.625,6h,35,35,737
E01,blank,0,6h,22,22,606
E01,blank,0,6h,29,29,652
E01,blank,0,6h,25,25,590
E01,blank,0,6h,21,21,586
E02,blank,0,6h,43,43,729
E02,blank,0,6h,73,73,785
E02,blank,0,6h,66,66,787
E02,blank,0,6h,66,66,747
E03,blank,0,6h,39,39,684
E03,blank,0,6h,26,26,697
E03,blank,0,6h,67,67,755
E03,blank,0,6h,70,70,713
E04,Ace,1.25,6h,38,38,625
E04,Ace,1.25,6h,52,52,620
E04,Ace,1.25,6h,95,95,733
E04,Ace,1.25,6h,71,71,684
E05,Ace,1.25,6h,78,78,735
E05,Ace,1.25,6h,55,55,641
E05,Ace,1.25,6h,84,84,678
E05,Ace,1.25,6h,88,88,743
E06,Ace,1.25,6h,33,33,668
E06,Ace,1.25,6h,86,86,750
E06,Ace,1.25,6h,75,75,812
E06,Ace,1.25,6h,57,57,733
E07,Dox,2.5,6h,50,35,669
E07,Dox,2.5,6h,49,41,658
E07,Dox,2.5,6h,52,40,687
E07,Dox,2.5,6h,54,41,682
E08,Dox,2.5,6h,37,25,655
E08,Dox,2.5,6h,56,41,719
E08,Dox,2.5,6h,62,51,748
E08,Dox,2.5,6h,39,29,663
E09,Dox,2.5,6h,26,19,548
E09,Dox,2.5,6h,37,34,611
E09,Dox,2.5,6h,55,52,641
E09,Dox,2.5,6h,42,36,634
E10,5FU,1.25,6h,29,29,670
E10,5FU,1.25,6h,60,60,685
E10,5FU,1.25,6h,65,65,712
E10,5FU,1.25,6h,24,24,705
E11,5FU,1.25,6h,31,31,672
E11,5FU,1.25,6h,42,42,743
E11,5FU,1.25,6h,60,60,728
E11,5FU,1.25,6h,44,44,648
E12,5FU,1.25,6h,29,29,585
E12,5FU,1.25,6h,33,33,682
E12,5FU,1.25,6h,51,51,771
E12,5FU,1.25,6h,31,31,661
F04,Ace,2.5,6h,14,14,451
F04,Ace,2.5,6h,29,29,684
F04,Ace,2.5,6h,56,56,665
F04,Ace,2.5,6h,10,10,158
F05,Ace,2.5,6h,27,27,687
F05,Ace,2.5,6h,31,31,639
F05,Ace,2.5,6h,33,33,628
F05,Ace,2.5,6h,60,60,643
F06,Ace,2.5,6h,25,25,606
F06,Ace,2.5,6h,36,36,656
F06,Ace,2.5,6h,51,51,674
F06,Ace,2.5,6h,47,47,684
F07,Dox,5,6h,112,34,643
F07,Dox,5,6h,136,48,659
F07,Dox,5,6h,150,56,667
F07,Dox,5,6h,116,52,620
F08,Dox,5,6h,120,35,641
F08,Dox,5,6h,103,36,639
F08,Dox,5,6h,130,43,606
F08,Dox,5,6h,127,42,684
F09,Dox,5,6h,110,35,655
F09,Dox,5,6h,105,40,648
F09,Dox,5,6h,130,35,642
F09,Dox,5,6h,129,53,691
F10,5FU,2.5,6h,20,20,677
F10,5FU,2.5,6h,19,19,660
F10,5FU,2.5,6h,48,48,701
F10,5FU,2.5,6h,24,24,656
F11,5FU,2.5,6h,17,17,643
F11,5FU,2.5,6h,35,35,674
F11,5FU,2.5,6h,35,35,786
F11,5FU,2.5,6h,33,33,658
F12,5FU,2.5,6h,22,22,676
F12,5FU,2.5,6h,17,17,614
F12,5FU,2.5,6h,41,41,704
F12,5FU,2.5,6h,33,33,723
G04,Ace,5,6h,36,36,663
G04,Ace,5,6h,51,51,678
G04,Ace,5,6h,59,59,679
G04,Ace,5,6h,55,55,734
G05,Ace,5,6h,32,32,651
G05,Ace,5,6h,50,50,665
G05,Ace,5,6h,72,72,688
G05,Ace,5,6h,68,68,689
G06,Ace,5,6h,34,34,640
G06,Ace,5,6h,42,42,683
G06,Ace,5,6h,42,42,680
G06,Ace,5,6h,45,45,690
G07,Dox,10,6h,635,118,636
G07,Dox,10,6h,663,139,666
G07,Dox,10,6h,677,152,682
G07,Dox,10,6h,632,141,632
G08,Dox,10,6h,558,98,561
G08,Dox,10,6h,581,116,583
G08,Dox,10,6h,591,140,593
G08,Dox,10,6h,621,104,621
G09,Dox,10,6h,579,98,584
G09,Dox,10,6h,630,135,637
G09,Dox,10,6h,661,164,663
G09,Dox,10,6h,635,165,636
G10,5FU,5,6h,26,26,637
G10,5FU,5,6h,47,47,741
G10,5FU,5,6h,50,50,771
G10,5FU,5,6h,34,34,697
G11,5FU,5,6h,17,17,654
G11,5FU,5,6h,47,47,705
G11,5FU,5,6h,44,44,700
G11,5FU,5,6h,13,13,381
G12,5FU,5,6h,15,15,627
G12,5FU,5,6h,35,35,675
G12,5FU,5,6h,41,41,766
G12,5FU,5,6h,29,29,643
H04,Ace,10,6h,26,26,662
H04,Ace,10,6h,42,42,679
H04,Ace,10,6h,39,39,712
H04,Ace,10,6h,37,37,678
H05,Ace,10,6h,84,84,762
H05,Ace,10,6h,44,44,713
H05,Ace,10,6h,51,51,785
H05,Ace,10,6h,85,85,775
H06,Ace,10,6h,22,22,655
H06,Ace,10,6h,30,30,675
H06,Ace,10,6h,20,20,401
H06,Ace,10,6h,21,21,487
H07,Dox,20,6h,544,451,544
H07,Dox,20,6h,612,525,612
H07,Dox,20,6h,623,529,623
H07,Dox,20,6h,622,479,622
H08,Dox,20,6h,586,482,586
H08,Dox,20,6h,623,528,623
H08,Dox,20,6h,634,533,634
H08,Dox,20,6h,626,513,626
H09,Dox,20,6h,603,485,603
H09,Dox,20,6h,588,474,588
H09,Dox,20,6h,618,503,618
H09,Dox,20,6h,549,436,549
H10,5FU,10,6h,30,30,699
H10,5FU,10,6h,27,27,760
H10,5FU,10,6h,21,21,788
H10,5FU,10,6h,22,22,737
H11,5FU,10,6h,23,23,680
H11,5FU,10,6h,25,25,722
H11,5FU,10,6h,47,47,782
H11,5FU,10,6h,39,39,744
H12,5FU,10,6h,7,7,672
H12,5FU,10,6h,15,15,663
H12,5FU,10,6h,33,33,729
H12,5FU,10,6h,15,15,731
