reaction	linear_coefficient
RCR10004	0.0029066176715547036
RCR11116	0.0017801508389570185
RCR10001	0.0029066176715547036
RCR10296	0.0029066176715547036
RCR10130	2.0043355394309554e-06
RCR11203	2.0043355394309554e-06
RCR11091	0.001006615991222739
RCR11020	0.001006615991222739
RCR10002	0.001006615991222739
RCR10460	0.001006615991222739
RCR10119	0.001006615991222739
RCR14213	0.001006615991222739
RCR11021	0.001006615991222739
RCR11090	0.001006615991222739
RCR14211	0.001006615991222739
RCR10005	0.001016443722377791
RCR10006	0.0008475820462324422
RCR10009	0.0004905293684298502
RCR10094	0.0003615485254277473
RCR10104	0.0001063678607670495
RCR10093	0.0003615485254277473
RCR10010	0.0003615485254277473
RCR10011	1.0153046010103422e-06
RCR10012	0.0004063244286269087
RCR10013	0.0010165862011411993
RCR10562	0.0010165862011411993
RCR10014	0.0006049567324921228
RCR10017	0.0005914877772021399
RCR10300	0.0009683901775944959
RCR10113	0.0009683901775944959
RCR11166	0.0009683901775944959
RCR11204	0.0009683901775944959
RCR10135	0.0009683901775944959
RCR11205	0.0009683901775944959
RCR11207	0.0009683901775944959
RCR10136	0.0009683901775944959
RCR11220	0.0009683901775944959
RCR14268	0.0009683901775944959
RCR10129	0.0009683901775944959
RCR10234	0.0009683901775944959
RCR11223	0.0009683901775944959
RCR11221	0.0009683901775944959
RCR11222	0.0009683901775944959
RCR10018	0.0009683901775944959
RCR10114	0.0009683901775944959
RCR11224	0.0009683901775944959
RCR14274	0.0009683901775944959
RCR11226	0.0009683901775944959
RCR11227	0.0009683901775944959
RCR14275	0.0009683901775944959
RCR11228	0.0009683901775944959
RCR10137	0.0009683901775944959
RCR11229	0.0009683901775944959
RCR11230	0.0009683901775944959
RCR11231	0.0009683901775944959
RCR10027	0.0009683901775944959
RCR10297	0.0009683901775944959
RCR10117	0.0009683901775944959
RCR10112	0.0009683901775944959
RCR10115	0.0009683901775944959
RCR10088	0.0009683901775944959
RCR10102	0.0009683901775944959
RCR10238	0.0009683901775944959
RCR10132	0.0009683901775944959
RCR10131	0.0009683901775944959
RCR10239	0.0009683901775944959
RCR11206	0.0009683901775944959
RCR10299	0.0009683901775944959
RCR10109	0.0009683901775944959
RCR10019	0.00017775556692552072
RCR10020	0.00016055538536281343
RCR10021	0.00012474733685841768
RCR14194	0.00012474733685841768
RCR11740	0.0025438059455256193
RCR11741	0.0025438059455256193
RCR11700	0.0025438059455256193
RCR10030	0.0025438059455256193
RCR11742	0.0025438059455256193
RCR10041	0.0025438059455256193
RCR11743	0.0025438059455256193
RCR11701	0.0025438059455256193
RCR11744	0.0025438059455256193
RCR11745	0.0025438059455256193
RCR11702	0.0025438059455256193
RCR11746	0.0025438059455256193
RCR10047	0.0025438059455256193
RCR11747	0.0025438059455256193
RCR10036	0.0025438059455256193
RCR11748	0.0025438059455256193
RCR11706	0.0025438059455256193
RCR10025	0.0025438059455256193
RCR10052	0.0025438059455256193
RCR11749	0.0025438059455256193
RCR10046	0.0025438059455256193
RCR11703	0.0025438059455256193
RCR11750	0.0025438059455256193
