reaction	linear_coefficient
RCR10001	0.0001007302423697278
RCR10004	0.0001007302423697278
RCR11116	0.00017039180254320774
RCR10296	0.0001007302423697278
RCR11203	0.04497273929047632
RCR10130	0.04497273929047632
RCR14213	0.00031022103764048183
RCR10002	0.00031022103764048183
RCR11091	0.00031022103764048183
RCR11020	0.00031022103764048183
RCR10460	0.00031022103764048183
RCR14211	0.00031022103764048183
RCR11021	0.00031022103764048183
RCR10119	0.00031022103764048183
RCR11090	0.00031022103764048183
RCR10005	0.00014327045449700714
RCR10006	0.00030627899188616044
RCR10009	0.00044856423885706405
RCR10010	0.0017571938227716312
RCR10093	0.0017571938227716312
RCR10104	0.003556984102253321
RCR10094	0.0017571938227716312
RCR10011	1.0
RCR10012	0.000579114597554924
RCR10013	0.00017979108734216825
RCR10562	0.00017979108734216825
RCR10014	0.0004380772340891293
RCR10017	0.000524200864144332
RCR11204	0.0003538154368384472
RCR10300	0.0003538154368384472
RCR11205	0.0003538154368384472
RCR11207	0.0003538154368384472
RCR10136	0.0003538154368384472
RCR10234	0.0003538154368384472
RCR10129	0.0003538154368384472
RCR11206	0.0003538154368384472
RCR11220	0.0003538154368384472
RCR11223	0.0003538154368384472
RCR10114	0.0003538154368384472
RCR11221	0.0003538154368384472
RCR11222	0.0003538154368384472
RCR11224	0.0003538154368384472
RCR10137	0.0003538154368384472
RCR11226	0.0003538154368384472
RCR11227	0.0003538154368384472
RCR11228	0.0003538154368384472
RCR11229	0.0003538154368384472
RCR14268	0.0003538154368384472
RCR11230	0.0003538154368384472
RCR10117	0.0003538154368384472
RCR11231	0.0003538154368384472
RCR10112	0.0003538154368384472
RCR10115	0.0003538154368384472
RCR10088	0.0003538154368384472
RCR10102	0.0003538154368384472
RCR10027	0.0003538154368384472
RCR10132	0.0003538154368384472
RCR14274	0.0003538154368384472
RCR10131	0.0003538154368384472
RCR10018	0.0003538154368384472
RCR10297	0.0003538154368384472
RCR14275	0.0003538154368384472
RCR10238	0.0003538154368384472
RCR10109	0.0003538154368384472
RCR10113	0.0003538154368384472
RCR10239	0.0003538154368384472
RCR10299	0.0003538154368384472
RCR11166	0.0003538154368384472
RCR10135	0.0003538154368384472
RCR10019	0.003356096601270836
RCR10020	0.0025798469050395826
RCR10021	0.0013338782842974805
RCR14194	0.0013338782842974805
RCR11771	0.00019682156620513553
RCR11715	0.00019682156620513553
RCR11772	0.00019682156620513553
RCR10042	0.00019682156620513553
RCR11717	0.00019682156620513553
RCR10047	0.00019682156620513553
RCR11716	0.00019682156620513553
RCR10025	0.00019682156620513553
RCR10030	0.00019682156620513553
RCR11718	0.00019682156620513553
RCR11721	0.00019682156620513553
RCR11724	0.00019682156620513553
RCR10048	0.00019682156620513553
RCR11688	0.00019682156620513553
RCR11689	0.00019682156620513553
RCR10053	0.00019682156620513553
RCR10031	0.00019682156620513553
RCR10036	0.00019682156620513553
RCR11719	0.00019682156620513553
RCR11691	0.00019682156620513553
RCR11690	0.00019682156620513553
RCR11720	0.00019682156620513553
RCR11752	0.00019682156620513553
RCR12221	0.00019682156620513553
RCR11692	0.00019682156620513553
RCR11722	0.00019682156620513553
RCR12223	0.00019682156620513553
RCR10043	0.00019682156620513553
RCR10054	0.00019682156620513553
RCR11693	0.00019682156620513553
RCR11723	0.00019682156620513553
RCR11725	0.00019682156620513553
RCR10037	0.00019682156620513553
RCR11694	0.00019682156620513553
RCR11726	0.00019682156620513553
RCR11727	0.00019682156620513553
RCR11695	0.00019682156620513553
RCR11728	0.00019682156620513553
RCR11729	0.00019682156620513553
RCR11696	0.00019682156620513553
RCR11730	0.00019682156620513553
RCR11731	0.00019682156620513553
RCR11697	0.00019682156620513553
RCR11732	0.00019682156620513553
RCR10049	0.00019682156620513553
RCR11733	0.00019682156620513553
RCR11770	0.00019682156620513553
RCR10038	0.00019682156620513553
