	minimum	maximum
RCR10001	1.5199999999999818	3.236034879108729
RCR10020	0.20000000000000018	0.3993956309320755
RCR10084	1.0200000000002372	2.108217240410814
RCR10099	-0.39939563093207653	-0.1999999999999318
RCR10101	-3.036034879108911	-1.32000000000005
RCR10103	1.2612065955571317	2.03200945408421
RCR10105	-126.36511921546719	-107.7889848636014
RCR10106	-5.453854186404442	-4.546390917363283
RCR10109	-1.4845082219174937	-0.4800000000000568
RCR10118	-2.032009454084184	-1.2612065955571317
RCR10127	-0.39939563093207653	-0.1999999999999318
RCR10145	1.1666666666671075	2.596695732591128
RCR10164	-2.0320094540844593	-1.2612065955573826
RCR10246	0.0999999999999998	0.19969781546603377
RCR10275	1.261206595557307	2.032009454084325
RCR10289	0.3400000000000402	1.0515266571915516
RCR10294	-2.7360348791091837	-1.0200000000002092
RCR10295	0.9999999999999981	1.9969781546603385
RCR10337	0.5612065955569249	0.6611287240761073
RCR10345	2.6938076008131957	4.092725462328068
RCR10349	4.546390917363517	5.453854186404788
RCR10352	4.546390917363283	5.453854186404669
RCR10441	1.2612065955571552	2.0320094540843456
RCR10460	2.0000000000000027	4.092725462328068
RCR10471	-0.5990934463981029	-0.2999999999999994
RCR10475	-1.2515266571917891	-0.5399999999999636
RCR10480	0.29999999999999943	0.5990934463981132
RCR10483	0.20000000000005871	0.39939563093216157
RCR10484	0.19999999999999962	0.3993956309320755
RCR10503	-1.25152665719164	-0.5399999999998559
RCR10549	-0.6611287240761022	-0.5612065955569249
RCR10555	1.1368683772161603e-13	0.9227240724395642
RCR10608	0.5612065955569355	0.6611287240761022
RCR11017	90.0	100.0
RCR11070	1.2612065955570415	2.03200945408409
RCR11087	-2.0320094540843456	-1.2612065955573826
RCR11089	0.0	0.9227240724396463
RCR11094	-0.9227240724396445	0.0
RCR11095	0.0	0.9227240724396444
RCR11103	-1.9573565860722268	-0.8133333333333296
RCR11104	-2.9360348791087745	-1.2199999999998
RCR11105	-0.5990934463981131	-0.30000000000000027
RCR11151	0.7000000000001139	1.3978847082623798
RCR11158	0.5000000000000367	1.127817638698455
RCR11159	0.6800000000001362	1.684508221917495
RCR11165	0.3000000000000002	0.5990934463981132
RCR11167	-1.684508221917528	-0.6800000000000586
RCR11170	-0.5990934463981132	-0.3000000000000002
RCR11176	0.6800000000000586	1.684508221917528
RCR11187	0.3000000000000002	0.5990934463981131
RCR11204	-0.3993956309320755	-0.1999999999999995
RCR11239	-4.092725462327962	-2.6938076008133294
RCR11243	0.23331108537785913	1.3326138231520763
RCR11302	-0.1996978154660377	-0.09999999999999978
RCR11319	0.09999999999999973	0.1996978154660377
RCR11320	-0.1996978154660377	-0.09999999999999976
RCR11372	2.6938076008131953	4.092725462328068
RCR11380	2.6938076008131957	4.092725462328068
RCR11487	0.5612065955568823	0.6611287240761075
RCR11522	2.6938076008131957	4.092725462328068
RCR11524	2.6938076008131957	4.092725462328068
RCR11660	-5.4538541864045555	-4.54639091736351
RCR11661	-5.4538541864045555	-4.54639091736351
RCR11663	5.910028392741062	7.060997062829119
RCR11665	114.96021985189941	134.54123085002448
RCR11668	0.0	1.8454481448791284
RCR11669	-1.8454481448793558	-1.1368683772161603e-13
RCR11671	5.910028392741062	7.06099706282912
RCR12361	2.0000000000000027	4.092725462327996
RCR12402	-4.092725462327995	-2.000000000000004
RCR13179	0.09999999999999978	0.19969781546603424
RCR14180	0.3533333333335574	0.6393391465183835
RCR14183	-0.6393391465184095	-0.3533333333334667
RCR14185	-2.5966957325910016	-1.1666666666668561
RCR14186	0.35333333333335304	0.6393391465182958
RCR14216	-0.9786782930361824	-0.40666666666675155
RCR14217	0.8133333333333295	1.9573565860722266
RCR14218	-0.9786782930365234	-0.4066666666665242
RCR14219	-0.9786782930365234	-0.4066666666664105
RCR14227	0.5399999999998499	1.2515266571913344
RCR14232	-1.251526657191448	-0.5399999999999636
RCR14265	1.0000000000001212	3.092725462328185
RCR14286	-1.332613823152098	-0.2333110853778592
RCR14348	0.0	0.9227240724396444
RCR14424	2.693807600813196	4.092725462328068
RCR14481	-7.060997062829074	-5.910028392741083
RCR14581	0.09999999999999977	0.19969781546603424
RCR14582	0.09999999999999978	0.19969781546603427
RCR20005	95.69753366841951	111.26468538032896
RCR20011	-17.822691283290112	-15.307671987108494
RCR20025	19.620796579442228	22.759856555072222
RCR20069	-0.1996978154660337	-0.09999999999999976
RCR20085	89.7875052756783	104.44970246984872
RCR20091	2.6938076008131957	4.092725462328069
RCR20137	0.10000000000000007	0.1996978154660377
RCR20169	1.2612065955571317	2.0320094540842097
RCR20171	-4.192725462328309	-2.793807600813317
RCR20257	-0.6611287240761023	-0.5612065955569006
RCR20270	95.69753366841938	111.26468538032896
RCR20385	2.0	4.092725462327962
RCR20562	0.10000000000000007	0.19969781546603427
RCR20575	109.0501914591585	127.72624793954353
RCR20585	0.2333110853778768	1.332613823152077
RCR20598	1.2612065955573428	2.032009454084391
RCR21046	19.059589983885314	22.098727830995912
RCR21047	38.11917996777063	44.19745566199183
RCR21048	28.060329777846256	33.05643620380511
RCR30008	15.731451195180586	22.172503593354016
RCR30011	-22.75985655507223	-19.62079657944223
RCR30072	-0.5990934463981132	-0.30000000000000027
RCR30077	-1.2515266571914543	-0.5399999999998255
RCR30096	4.155014196370353	5.653854186404479
RCR30115	15.546465391550287	18.2821278736888
RCR30117	-1.3326138231520772	-0.2333110853778768
RCR30237	-1.6845082219174934	-0.6800000000000543
RCR30268	1.1224131911153563	1.322257448155142
RCR30285	1.1224131911154016	1.322257448155155
