reaction	linear_coefficient
RCR10004	0.0038212763981715246
RCR11116	0.0023286789228473487
RCR10001	0.0038212763981715246
RCR10296	0.0038212763981715246
RCR11203	8.347894028909874e-06
RCR10130	8.347894028909874e-06
RCR10002	0.001318292880711593
RCR11090	0.001318292880711593
RCR11020	0.001318292880711593
RCR14211	0.001318292880711593
RCR11091	0.001318292880711593
RCR10119	0.001318292880711593
RCR10460	0.001318292880711593
RCR14213	0.001318292880711593
RCR11021	0.001318292880711593
RCR10005	0.001977581361837513
RCR10006	0.0015165588838198462
RCR10009	0.001154960855010299
RCR10094	0.00027503934345347284
RCR10104	6.416977446005303e-05
RCR10093	0.00027503934345347284
RCR10010	0.00027503934345347284
RCR10011	1.2907267130146547e-06
RCR10012	0.0008920648669451055
RCR10013	0.0017033481982858228
RCR10562	0.0017033481982858228
RCR10014	0.0007964328718425411
RCR10017	0.0010543244752462843
RCR10131	0.0010511634771295571
RCR14268	0.0010511634771295571
RCR11207	0.0010511634771295571
RCR11204	0.0010511634771295571
RCR11223	0.0010511634771295571
RCR10117	0.0010511634771295571
RCR11205	0.0010511634771295571
RCR10114	0.0010511634771295571
RCR10300	0.0010511634771295571
RCR11230	0.0010511634771295571
RCR11226	0.0010511634771295571
RCR11227	0.0010511634771295571
RCR11228	0.0010511634771295571
RCR11229	0.0010511634771295571
RCR10234	0.0010511634771295571
RCR10109	0.0010511634771295571
RCR10132	0.0010511634771295571
RCR10027	0.0010511634771295571
RCR10102	0.0010511634771295571
RCR10137	0.0010511634771295571
RCR10238	0.0010511634771295571
RCR10112	0.0010511634771295571
RCR14275	0.0010511634771295571
RCR10129	0.0010511634771295571
RCR11220	0.0010511634771295571
RCR10239	0.0010511634771295571
RCR11221	0.0010511634771295571
RCR10136	0.0010511634771295571
RCR14274	0.0010511634771295571
RCR10135	0.0010511634771295571
RCR11206	0.0010511634771295571
RCR10297	0.0010511634771295571
RCR10018	0.0010511634771295571
RCR10115	0.0010511634771295571
RCR10299	0.0010511634771295571
RCR11222	0.0010511634771295571
RCR10088	0.0010511634771295571
RCR11166	0.0010511634771295571
RCR10113	0.0010511634771295571
RCR11224	0.0010511634771295571
RCR11231	0.0010511634771295571
RCR10019	0.0001027750609486389
RCR10020	0.00012675173229501839
RCR14194	0.0003641389817478172
RCR10021	0.0003641389817478172
RCR11690	0.0021792022503660693
RCR10041	0.0021792022503660693
RCR11706	0.0021792022503660693
RCR10048	0.0021792022503660693
RCR11732	0.0021792022503660693
